SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
SCFR_NC_072413_2_33922820_33924206_frame_1_fft	1	1	0.333333	214.700	3	0.33333300000000005
SCFR_NC_072413_2_71237623_71237789_frame3_fft	1	1	0.030120	65.705	33	0.03012
SCFR_NC_072413_2_99777017_99777506_frame3_fft	2	2	0.421268;0.210634	102.609;96.563	2;5	0.3191479683590063
SCFR_NC_072414_2_12021134_12021702_frame_1_fft	2	2	0.332746;0.382042	154.936;109.161	3;3	0.3531218492372121
SCFR_NC_072413_2_92591181_92591922_frame1_fft	5	3	0.398111;0.400810;0.198381	212.301;166.249;155.865	3;2;5	0.3406982956428993
SCFR_NC_072414_2_24882767_24883089_frame_1_fft	1	1	0.490683	82.857	2	0.49068300000000004
SCFR_NC_072414_2_33982753_33982978_frame_2_fft	1	1	0.488889	72.419	2	0.488889
SCFR_NC_072414_2_40473925_40474033_frame_2_fft	1	1	0.398148	47.181	3	0.39814800000000006
SCFR_NC_072414_2_49244453_49244872_frame2_fft	1	1	0.472554	91.623	2	0.472554
SCFR_NC_072414_2_60291759_60292511_frame3_fft	1	1	0.333777	125.683	3	0.333777
SCFR_NC_072414_2_65846458_65846965_frame2_fft	1	1	0.333333	163.337	3	0.333333
SCFR_NC_072414_2_76714438_76714651_frame2_fft	1	1	0.122066	91.441	8	0.122066
SCFR_NC_072414_2_80050841_80051051_frame_1_fft	1	1	0.009524	61.366	106	0.009524
SCFR_NC_072414_2_80324102_80325092_frame_1_fft	1	1	0.333333	151.381	3	0.333333
SCFR_NC_072414_2_81433975_81434267_frame_2_fft	1	1	0.065068	97.105	15	0.065068
SCFR_NC_072414_2_91652250_91652745_frame_3_fft	1	1	0.329293	144.124	3	0.329293
SCFR_NC_072414_2_91658482_91658902_frame_2_fft	2	2	0.230952;0.328571	97.757;96.018	4;3	0.2793234676403045
SCFR_NC_072414_2_93638317_93639167_frame3_fft	5	3	0.329412;0.010588;0.350588	229.103;148.976;144.656	3;95;3	0.24440929544032827
SCFR_NC_072415_2_16208414_16209126_frame_1_fft	3	3	0.244382;0.404494;0.025281	142.103;142.089;125.429	4;2;40	0.23283116310198942
SCFR_NC_072415_2_16208414_16209390_frame_1_fft	5	3	0.404713;0.378074;0.026639	209.253;178.081;175.620	2;3;38	0.2783416523605836
SCFR_NC_072414_2_76416617_76417882_frame2_fft	13	3	0.440316;0.428458;0.071146	252.378;243.664;221.091	2;2;14	0.32247240309119785
SCFR_NC_072415_2_16211014_16211259_frame_2_fft	3	3	0.053061;0.351020;0.404082	75.245;72.050;71.751	19;3;2	0.26604847167718193
SCFR_NC_072415_2_34003014_34003952_frame3_fft	1	1	0.333689	176.539	3	0.333689
SCFR_NC_072415_2_89416755_89417301_frame1_fft	3	3	0.463370;0.443223;0.276557	135.338;132.152;122.672	2;2;4	0.3978095643860755
SCFR_NC_072416_2_17561352_17561591_frame_3_fft	2	2	0.020921;0.133891	71.239;71.079	48;8	0.07734249714020715
SCFR_NC_072416_2_17561352_17562366_frame_3_fft	3	3	0.333333;0.166667;0.418146	241.362;164.339;145.187	3;6;2	0.3059663143161586
SCFR_NC_072416_2_17640377_17640616_frame_1_fft	2	2	0.020921;0.133891	71.239;71.079	48;8	0.07734249714020715
SCFR_NC_072416_2_17600852_17601091_frame_1_fft	2	2	0.020921;0.133891	71.239;71.079	48;8	0.07734249714020715
SCFR_NC_072416_2_17679936_17680950_frame_3_fft	3	3	0.333333;0.166667;0.418146	241.362;164.339;145.187	3;6;2	0.3059663143161586
SCFR_NC_072416_2_17600852_17601866_frame_1_fft	3	3	0.333333;0.166667;0.418146	241.362;164.339;145.187	3;6;2	0.3059663143161586
SCFR_NC_072416_2_18076809_18077065_frame_3_fft	1	1	0.253906	100.965	4	0.253906
SCFR_NC_072416_2_17521850_17522864_frame_1_fft	3	3	0.333333;0.166667;0.418146	241.362;164.339;145.187	3;6;2	0.3059663143161586
SCFR_NC_072416_2_17640377_17641391_frame_1_fft	3	3	0.333333;0.166667;0.418146	241.362;164.339;145.187	3;6;2	0.3059663143161586
SCFR_NC_072416_2_2446653_2446771_frame_3_fft	1	1	0.050847	51.369	20	0.050847
SCFR_NC_072416_2_24699544_24700522_frame_2_fft	2	2	0.333333;0.310838	220.762;140.364	3;3	0.3245895470777513
SCFR_NC_072416_2_2911822_2912996_frame3_fft	5	3	0.048552;0.146508;0.032368	209.682;197.550;195.954	21;7;31	0.07537604476231213
SCFR_NC_072416_2_2989756_2990749_frame2_fft	2	2	0.226586;0.307150	203.089;152.209	4;3	0.2610994672190668
SCFR_NC_072416_2_3157185_3157401_frame_3_fft	1	1	0.208333	70.670	5	0.208333
SCFR_NC_072416_2_3137263_3137884_frame2_fft	3	3	0.463768;0.072464;0.391304	158.403;129.207;118.560	2;14;3	0.3181379737351355
SCFR_NC_072416_2_3165633_3166569_frame1_fft	1	1	0.021368	158.681	47	0.021368
SCFR_NC_072416_2_32395875_32396749_frame_3_fft	1	1	0.332952	195.481	3	0.3329520000000001
SCFR_NC_072416_2_35358376_35358709_frame2_fft	1	1	0.495495	140.783	2	0.495495
SCFR_NC_072416_2_3583779_3584257_frame2_fft	1	1	0.435146	98.922	2	0.435146
SCFR_NC_072416_2_3596000_3596315_frame3_fft	1	1	0.333333	79.280	3	0.333333
SCFR_NC_072416_2_3900210_3900344_frame3_fft	1	1	0.470149	62.153	2	0.470149
SCFR_NC_072416_2_4156322_4156499_frame3_fft	2	2	0.033898;0.276836	70.813;62.969	30;4	0.14824494444693606
SCFR_NC_072416_2_4156295_4156499_frame3_fft	1	1	0.034314	74.805	29	0.034314
SCFR_NC_072416_2_4370417_4370915_frame3_fft	1	1	0.385542	97.074	3	0.385542
SCFR_NC_072416_2_4803626_4804226_frame_1_fft	1	1	0.020000	134.317	50	0.02
SCFR_NC_072416_2_56589045_56589642_frame_3_fft	1	1	0.185930	103.827	5	0.18593
SCFR_NC_072416_2_32215377_32216851_frame_3_fft	1	1	0.333786	189.785	3	0.333786
SCFR_NC_072416_2_65213474_65213612_frame3_fft	1	1	0.021739	53.339	46	0.021739000000000005
SCFR_NC_072416_2_68046694_68046917_frame_2_fft	2	2	0.022422;0.376682	82.116;73.455	45;3	0.1896907602445186
SCFR_NC_072416_2_68125125_68126102_frame_3_fft	5	3	0.098260;0.463664;0.488229	169.896;163.693;158.972	10;2;2	0.34555572345354185
SCFR_NC_072416_2_71508159_71508390_frame1_fft	1	1	0.333333	73.701	3	0.333333
SCFR_NC_072416_2_7341444_7341888_frame1_fft	1	1	0.333333	94.479	3	0.333333
SCFR_NC_072416_2_78962955_78963727_frame_3_fft	1	1	0.002591	154.137	386	0.002591
SCFR_NC_072416_2_79863468_79864842_frame1_fft	1	1	0.149927	225.527	7	0.149927
SCFR_NC_072416_2_82077324_82078314_frame_3_fft	2	2	0.430303;0.434343	200.407;194.526	2;2	0.4322929199104658
SCFR_NC_072416_2_83151869_83152276_frame_1_fft	6	3	0.488943;0.066339;0.022113	130.044;103.648;101.919	2;15;45	0.21666078588306106
SCFR_NC_072416_2_84085021_84085641_frame1_fft	7	3	0.356452;0.166129;0.190323	172.018;152.334;149.766	3;6;5	0.242823874309771
SCFR_NC_072416_2_85584045_85584354_frame_3_fft	4	3	0.462783;0.048544;0.488673	99.163;94.524;91.967	2;21;2	0.334045080678023
SCFR_NC_072416_2_85905481_85905680_frame_2_fft	1	1	0.417085	79.089	2	0.417085
SCFR_NC_072416_2_86914738_86915351_frame_2_fft	1	1	0.332790	125.282	3	0.33279
SCFR_NC_072416_2_87018006_87018535_frame_3_fft	4	3	0.024575;0.124764;0.425331	161.667;151.616;120.030	41;8;2	0.17064261879749743
SCFR_NC_072416_2_87012029_87013080_frame_1_fft	10	3	0.444339;0.333016;0.416746	267.472;252.258;250.444	2;3;2	0.3989043078057686
SCFR_NC_072416_2_87387722_87388517_frame3_fft	2	2	0.066667;0.432704	170.432;144.700	15;2	0.23474118446873057
SCFR_NC_072416_2_87791691_87792135_frame1_fft	1	1	0.301802	120.653	3	0.301802
SCFR_NC_072416_2_88128399_88129240_frame2_fft	3	3	0.285375;0.142687;0.428062	342.767;291.989;224.242	4;7;2	0.2741212972230436
SCFR_NC_072417_2_11214468_11214627_frame1_fft	2	2	0.465409;0.245283	68.500;59.384	2;4	0.36319165941009046
SCFR_NC_072417_2_11336420_11336478_frame_3_fft	1	1	0.155172	33.521	7	0.155172
SCFR_NC_072417_2_11948745_11949499_frame_2_fft	1	1	0.106101	203.592	9	0.106101
SCFR_NC_072416_2_86891557_86892229_frame2_fft	5	3	0.477679;0.447917;0.059524	169.752;152.879;149.755	2;2;17	0.33548429731406104
SCFR_NC_072417_2_14053488_14054280_frame_2_fft	1	1	0.281566	150.688	4	0.281566
SCFR_NC_072417_2_17535735_17535841_frame2_fft	1	1	0.330189	60.476	3	0.330189
SCFR_NC_072417_2_11963122_11963297_frame_1_fft	1	1	0.154286	58.093	7	0.154286
SCFR_NC_072416_2_87904373_87905768_frame3_fft	7	3	0.147670;0.149104;0.179928	252.851;243.578;224.307	7;7;6	0.15819394504783998
SCFR_NC_072417_2_11030059_11031522_frame_1_fft	11	3	0.277512;0.476418;0.230349	355.523;301.724;287.352	4;2;4	0.32669936052864756
SCFR_NC_072417_2_11502657_11504016_frame_2_fft	14	3	0.344371;0.475350;0.491538	314.196;249.680;224.042	3;2;2	0.4277228535355202
SCFR_NC_072417_2_17943599_17946725_frame3_fft	5	3	0.111004;0.333333;0.165387	458.790;362.569;329.876	9;3;6	0.19660706949406506
SCFR_NC_072417_2_17943326_17946725_frame3_fft	6	3	0.111209;0.333333;0.165343	427.734;386.882;357.219	9;3;6	0.20104542809269224
SCFR_NC_072417_2_23804405_23804918_frame3_fft	1	1	0.335283	104.243	3	0.33528299999999994
SCFR_NC_072417_2_26922620_26922837_frame1_fft	2	2	0.267281;0.331797	87.988;87.384	4;3	0.2994278999840339
SCFR_NC_072417_2_26962112_26962434_frame1_fft	2	2	0.267081;0.332298	106.938;103.066	4;3	0.2990882728233748
SCFR_NC_072417_2_26922599_26922837_frame1_fft	1	1	0.331933	94.427	3	0.331933
SCFR_NC_072417_2_26984487_26984768_frame3_fft	2	2	0.334520;0.266904	113.956;86.148	3;4	0.3054102212449526
SCFR_NC_072417_2_26984551_26984768_frame3_fft	2	2	0.331797;0.267281	70.728;65.528	3;4	0.3007700767966181
SCFR_NC_072417_2_26984446_26984768_frame3_fft	2	2	0.332298;0.267081	114.055;102.750	3;4	0.301389825603653
SCFR_NC_072417_2_26978371_26978828_frame3_fft	3	3	0.332604;0.266958;0.400438	166.131;153.230;100.454	3;4;3	0.3248750242749782
SCFR_NC_072417_2_26984234_26984768_frame3_fft	5	3	0.333333;0.265918;0.466292	253.162;129.705;112.993	3;4;2	0.34599660204896543
SCFR_NC_072417_2_26951798_26952232_frame2_fft	3	3	0.334101;0.267281;0.066820	171.679;132.804;116.759	3;4;15	0.23895040827600283
SCFR_NC_072417_2_26984251_26984768_frame3_fft	3	3	0.332689;0.266925;0.400387	196.216;172.475;110.901	3;4;3	0.3246928908030159
SCFR_NC_072417_2_26984221_26984768_frame3_fft	4	3	0.332724;0.266910;0.400366	202.316;183.988;123.031	3;4;3	0.32528896543532254
SCFR_NC_072417_2_26984386_26984768_frame3_fft	2	2	0.332461;0.267016	141.684;119.741	3;4	0.30248509966529596
SCFR_NC_072417_2_26984200_26984768_frame3_fft	5	3	0.332746;0.066901;0.267606	210.311;141.544;129.572	3;15;4	0.23705322672388549
SCFR_NC_072417_2_26984277_26984768_frame3_fft	4	3	0.334012;0.266802;0.067210	204.087;162.321;118.126	3;4;15	0.24645189593712719
SCFR_NC_072417_2_26951745_26952232_frame2_fft	3	3	0.332649;0.266940;0.400411	186.379;164.299;111.990	3;4;3	0.3257169091465154
SCFR_NC_072417_2_26978491_26978828_frame3_fft	2	2	0.332344;0.267062	118.317;106.429	3;4	0.3014295544570315
SCFR_NC_072417_2_27004612_27004934_frame3_fft	2	2	0.332298;0.267081	110.084;100.049	3;4	0.30124673421594894
SCFR_NC_072417_2_26951889_26952232_frame2_fft	1	1	0.332362	115.121	3	0.332362
SCFR_NC_072417_2_26996448_26996882_frame_2_fft	3	3	0.334101;0.267281;0.066820	163.624;131.258;119.184	3;4;15	0.23598553467804648
SCFR_NC_072417_2_27017779_27018213_frame_1_fft	3	3	0.334101;0.267281;0.066820	163.195;129.559;120.010	3;4;15	0.2354162184056749
SCFR_NC_072417_2_27004552_27004934_frame3_fft	2	2	0.332461;0.267016	138.164;117.058	3;4	0.30244454056468484
SCFR_NC_072417_2_28018712_28019082_frame_3_fft	1	1	0.486486	107.310	2	0.48648600000000003
SCFR_NC_072417_2_30792174_30792489_frame1_fft	2	2	0.266667;0.400000	137.863;99.811	4;3	0.32266008322744605
SCFR_NC_072417_2_47694217_47694460_frame_1_fft	1	1	0.168724	82.992	6	0.168724
SCFR_NC_072417_2_53561951_53562374_frame_3_fft	1	1	0.333333	97.343	3	0.333333
SCFR_NC_072417_2_72122819_72122984_frame_3_fft	1	1	0.339394	60.555	3	0.339394
SCFR_NC_072417_2_25056235_25059645_frame1_fft	1	1	0.333431	353.255	3	0.333431
SCFR_NC_072417_2_80921908_80922394_frame2_fft	1	1	0.333333	115.198	3	0.333333
SCFR_NC_072417_2_82494385_82494904_frame2_fft	1	1	0.005780	102.648	173	0.005780000000000001
SCFR_NC_072417_2_87299613_87299870_frame3_fft	1	1	0.334630	72.238	3	0.33463
SCFR_NC_072417_2_87770699_87770798_frame3_fft	1	1	0.202020	54.911	5	0.20202
SCFR_NC_072417_2_91125217_91125456_frame_1_fft	1	1	0.129707	83.704	8	0.129707
SCFR_NC_072417_2_91634206_91635041_frame_1_fft	2	2	0.483832;0.386826	151.179;133.624	2;3	0.4383186811655776
SCFR_NC_072417_2_94513812_94514634_frame_2_fft	1	1	0.183698	130.650	5	0.183698
SCFR_NC_072417_2_95160779_95161568_frame3_fft	2	2	0.250951;0.496831	269.197;137.387	4;2	0.3340352225960687
SCFR_NC_072417_2_95501524_95502769_frame_1_fft	6	3	0.333333;0.166265;0.444177	458.513;341.577;339.303	3;6;2	0.3162564649466865
SCFR_NC_072417_2_95767026_95767255_frame_2_fft	1	1	0.475983	75.289	2	0.47598300000000004
SCFR_NC_072418_2_10149159_10149366_frame_1_fft	1	1	0.135266	68.677	7	0.135266
SCFR_NC_072418_2_10162062_10162284_frame_1_fft	1	1	0.135135	84.925	7	0.135135
SCFR_NC_072418_2_12483346_12483929_frame_3_fft	1	1	0.012007	117.453	83	0.012007
SCFR_NC_072418_2_12699189_12700051_frame_1_fft	4	3	0.112529;0.114849;0.453596	154.732;145.065;141.349	9;9;2	0.22257426887470358
SCFR_NC_072418_2_13087006_13087375_frame_3_fft	1	1	0.162602	83.096	6	0.162602
SCFR_NC_072418_2_13104602_13104764_frame_2_fft	1	1	0.253086	60.333	4	0.253086
SCFR_NC_072418_2_13186670_13186915_frame2_fft	1	1	0.191837	77.293	5	0.191837
SCFR_NC_072418_2_14591731_14592939_frame1_fft	7	3	0.071192;0.440397;0.214404	264.659;230.820;207.002	14;2;5	0.2347054167671439
SCFR_NC_072418_2_15015773_15016607_frame_2_fft	6	3	0.464029;0.071942;0.011990	158.715;154.604;142.681	2;14;84	0.18965269494078948
SCFR_NC_072418_2_15644333_15644650_frame2_fft	1	1	0.334385	79.805	3	0.334385
SCFR_NC_072418_2_15127137_15128556_frame_1_fft	8	3	0.011980;0.071882;0.059901	260.531;249.592;210.850	84;14;17	0.04673192945366886
SCFR_NC_072418_2_15794138_15794254_frame_2_fft	1	1	0.129310	47.234	8	0.12931
SCFR_NC_072418_2_16582999_16584169_frame_3_fft	1	1	0.333333	156.824	3	0.333333
SCFR_NC_072418_2_16623626_16623979_frame2_fft	2	2	0.167139;0.067989	93.854;83.005	6;15	0.12060506194765322
SCFR_NC_072418_2_17137126_17137336_frame2_fft	1	1	0.052381	67.112	19	0.052381
SCFR_NC_072418_2_17143798_17144116_frame2_fft	1	1	0.056604	96.391	18	0.05660400000000001
SCFR_NC_072418_2_17801738_17801992_frame2_fft	1	1	0.031496	92.244	32	0.031496
SCFR_NC_072418_2_21268616_21269167_frame2_fft	2	2	0.137931;0.225045	199.193;112.158	7;4	0.16931208440955706
SCFR_NC_072418_2_2594928_2595814_frame_1_fft	6	3	0.361174;0.138826;0.165914	173.758;166.770;158.662	3;7;6	0.22483048734950617
SCFR_NC_072418_2_2696882_2697591_frame_2_fft	7	3	0.404795;0.095910;0.118477	232.644;192.374;186.507	2;10;8	0.22030253572462283
SCFR_NC_072418_2_2817928_2818423_frame2_fft	2	2	0.125253;0.024242	150.432;100.913	8;41	0.08469789429668385
SCFR_NC_072418_2_2884815_2885220_frame1_fft	2	2	0.360494;0.049383	103.263;99.245	3;20	0.2080249064580165
SCFR_NC_072418_2_2886336_2886690_frame1_fft	2	2	0.036723;0.081921	102.144;93.112	27;12	0.05827663305609046
SCFR_NC_072418_2_3129804_3130749_frame1_fft	4	3	0.469841;0.408466;0.060317	247.680;210.562;153.416	2;2;17	0.34599601353043696
SCFR_NC_072418_2_2899351_2899610_frame_3_fft	2	2	0.374517;0.123552	96.210;81.565	3;8	0.25937167458866545
SCFR_NC_072418_2_3186967_3187339_frame_3_fft	1	1	0.051075	92.810	20	0.051075
SCFR_NC_072418_2_3276912_3277136_frame3_fft	1	1	0.174107	65.368	6	0.174107
SCFR_NC_072418_2_2524039_2524190_frame_3_fft	1	1	0.165563	64.627	6	0.165563
SCFR_NC_072418_2_3400732_3400906_frame_3_fft	1	1	0.109195	59.423	9	0.109195
SCFR_NC_072418_2_38173921_38174469_frame1_fft	1	1	0.490876	106.700	2	0.49087600000000003
SCFR_NC_072418_2_38669813_38671275_frame_2_fft	10	3	0.240766;0.092339;0.259234	402.084;315.559;286.344	4;11;4	0.19938172440579408
SCFR_NC_072418_2_41462388_41463128_frame3_fft	2	2	0.166216;0.333784	159.235;157.576	6;3	0.24956126000675483
SCFR_NC_072418_2_4277439_4277793_frame1_fft	1	1	0.333333	100.460	3	0.333333
SCFR_NC_072418_2_4431991_4432742_frame_3_fft	1	1	0.375499	121.234	3	0.375499
SCFR_NC_072418_2_45231557_45231811_frame2_fft	1	1	0.133858	70.847	8	0.133858
SCFR_NC_072418_2_45232643_45233035_frame2_fft	1	1	0.005102	91.324	196	0.005102
SCFR_NC_072418_2_4556152_4557098_frame3_fft	1	1	0.334038	138.413	3	0.334038
SCFR_NC_072418_2_46441330_46441544_frame_3_fft	1	1	0.028037	65.505	36	0.028037
SCFR_NC_072418_2_46450214_46450626_frame_2_fft	1	1	0.138350	120.611	7	0.13835
SCFR_NC_072418_2_46502724_46502886_frame_1_fft	1	1	0.135802	58.841	7	0.135802
SCFR_NC_072418_2_4748282_4749392_frame3_fft	2	2	0.217117;0.220721	223.282;168.070	5;5	0.21866477356446373
SCFR_NC_072418_2_48021649_48021950_frame3_fft	1	1	0.332226	80.961	3	0.332226
SCFR_NC_072418_2_48480885_48481250_frame3_fft	1	1	0.334247	84.451	3	0.334247
SCFR_NC_072418_2_50158029_50158297_frame_1_fft	1	1	0.470149	71.088	2	0.47014899999999993
SCFR_NC_072418_2_51244783_51245806_frame_3_fft	4	3	0.260997;0.258065;0.480938	200.773;153.709;144.859	4;4;2	0.32389942245479536
SCFR_NC_072418_2_51414703_51414996_frame1_fft	1	1	0.129693	77.696	8	0.129693
SCFR_NC_072418_2_51861252_51861413_frame3_fft	1	1	0.136646	62.144	7	0.136646
SCFR_NC_072418_2_50752149_50752248_frame_1_fft	1	1	0.252525	52.256	4	0.252525
SCFR_NC_072418_2_52117522_52119280_frame2_fft	4	3	0.133675;0.044937;0.088737	305.889;236.334;212.082	7;22;11	0.09323731576351742
SCFR_NC_072418_2_52652663_52653179_frame3_fft	1	1	0.496124	131.243	2	0.496124
SCFR_NC_072418_2_52664624_52665254_frame3_fft	1	1	0.026984	130.513	37	0.026984
SCFR_NC_072418_2_52732094_52732436_frame3_fft	1	1	0.026316	85.804	38	0.026315999999999996
SCFR_NC_072418_2_53324538_53324768_frame3_fft	1	1	0.139130	75.049	7	0.13913
SCFR_NC_072418_2_52742095_52742446_frame2_fft	3	3	0.133903;0.213675;0.108262	108.543;90.349;88.090	7;5;9	0.1511466067000718
SCFR_NC_072418_2_53922390_53922810_frame_1_fft	1	1	0.490476	91.912	2	0.4904760000000001
SCFR_NC_072418_2_54194299_54194434_frame_3_fft	1	1	0.029630	51.597	34	0.029630000000000004
SCFR_NC_072418_2_54167495_54167776_frame2_fft	1	1	0.145907	72.449	7	0.145907
SCFR_NC_072418_2_54578661_54579070_frame_1_fft	1	1	0.249389	120.796	4	0.249389
SCFR_NC_072418_2_46925811_46927179_frame1_fft	8	3	0.107456;0.428363;0.071637	255.778;242.181;227.250	9;2;14	0.20339759810068542
SCFR_NC_072418_2_56726187_56726643_frame1_fft	1	1	0.067982	106.494	15	0.067982
SCFR_NC_072418_2_56915534_56915795_frame_2_fft	1	1	0.137931	77.843	7	0.137931
SCFR_NC_072418_2_58343636_58344120_frame_2_fft	1	1	0.105372	114.537	10	0.10537200000000001
SCFR_NC_072418_2_59104887_59106032_frame3_fft	2	2	0.261135;0.263755	264.269;182.230	4;4	0.2622043027308012
SCFR_NC_072418_2_5981601_5981815_frame_1_fft	1	1	0.485981	67.147	2	0.48598100000000005
SCFR_NC_072418_2_60548292_60549171_frame1_fft	9	3	0.428896;0.464164;0.047782	222.270;176.043;168.397	2;2;21	0.32660422866369043
SCFR_NC_072418_2_60695202_60696507_frame1_fft	9	3	0.047510;0.333333;0.071264	230.660;217.678;211.295	21;3;14	0.14944013452025598
SCFR_NC_072418_2_6815379_6815955_frame1_fft	1	1	0.123264	131.012	8	0.12326400000000001
SCFR_NC_072418_2_8134800_8136226_frame_1_fft	6	3	0.300140;0.301543;0.497896	385.005;222.210;209.231	3;3;2	0.35120087391695226
SCFR_NC_072418_2_9085324_9085661_frame_3_fft	1	1	0.495549	86.294	2	0.495549
SCFR_NC_072418_2_9077471_9078186_frame_2_fft	1	1	0.497902	246.154	2	0.497902
SCFR_NC_072418_2_9938748_9939114_frame1_fft	4	3	0.333333;0.278689;0.221311	136.880;111.934;98.564	3;4;5	0.2839405286748153
SCFR_NC_072418_2_9938748_9939316_frame2_fft	4	3	0.332746;0.221831;0.389085	134.365;111.131;108.542	3;5;3	0.3152028347832718
SCFR_NC_072419_2_10350002_10350451_frame2_fft	1	1	0.483296	98.113	2	0.483296
SCFR_NC_072418_2_6543914_6544310_frame3_fft	1	1	0.005051	94.962	198	0.005051
SCFR_NC_072419_2_26220794_26221015_frame2_fft	1	1	0.253394	67.300	4	0.253394
SCFR_NC_072419_2_38364270_38364585_frame1_fft	1	1	0.006349	84.930	158	0.006349
SCFR_NC_072419_2_38798061_38798854_frame_2_fft	1	1	0.002522	129.356	397	0.002522
SCFR_NC_072419_2_39990084_39990899_frame3_fft	1	1	0.334969	125.325	3	0.334969
SCFR_NC_072419_2_48528655_48528937_frame_1_fft	1	1	0.248227	81.214	4	0.248227
SCFR_NC_072419_2_51570954_51571320_frame1_fft	1	1	0.333333	83.692	3	0.333333
SCFR_NC_072419_2_53500281_53500512_frame_2_fft	1	1	0.333333	67.951	3	0.333333
SCFR_NC_072419_2_57908645_57908799_frame_3_fft	1	1	0.480519	59.845	2	0.480519
SCFR_NC_072419_2_60284792_60284967_frame_3_fft	1	1	0.491429	59.073	2	0.491429
SCFR_NC_072419_2_65187533_65187961_frame2_fft	1	1	0.004673	110.048	214	0.004673
SCFR_NC_072419_2_66072294_66072467_frame3_fft	1	1	0.254335	72.536	4	0.254335
SCFR_NC_072419_2_68374336_68375500_frame_1_fft	1	1	0.333333	212.116	3	0.333333
SCFR_NC_072419_2_38350551_38350950_frame1_fft	1	1	0.496241	98.869	2	0.496241
SCFR_NC_072419_2_69280219_69280665_frame1_fft	1	1	0.495516	196.131	2	0.495516
SCFR_NC_072419_2_69584284_69585213_frame1_fft	13	3	0.224973;0.249731;0.300323	292.835;272.531;262.048	4;4;3	0.2569916016891181
SCFR_NC_072419_2_69682113_69682777_frame_2_fft	1	1	0.186747	121.924	5	0.186747
SCFR_NC_072420_2_31224315_31224432_frame_2_fft	1	1	0.333333	57.814	3	0.333333
SCFR_NC_072420_2_43706211_43707088_frame_2_fft	12	3	0.483466;0.321551;0.161916	243.215;213.070;194.640	2;3;6	0.3343156047163652
SCFR_NC_072420_2_45346817_45347207_frame3_fft	2	2	0.333333;0.269231	104.950;92.719	3;4	0.30326519301964394
SCFR_NC_072420_2_45269601_45269973_frame1_fft	2	2	0.333333;0.263441	106.772;88.135	3;4	0.3017285352039691
SCFR_NC_072420_2_45279927_45280158_frame1_fft	1	1	0.333333	79.308	3	0.333333
SCFR_NC_072420_2_45288790_45289363_frame2_fft	3	3	0.333333;0.261780;0.270506	176.809;121.644;111.624	3;4;4	0.29500606583885464
SCFR_NC_072420_2_45288832_45289363_frame2_fft	3	3	0.333333;0.269303;0.261770	167.903;139.335;108.353	3;4;4	0.2932077668043822
SCFR_NC_072420_2_46678234_46678446_frame1_fft	1	1	0.485849	68.274	2	0.485849
SCFR_NC_072420_2_46664820_46665006_frame1_fft	1	1	0.204301	59.422	5	0.204301
SCFR_NC_072420_2_46793739_46794275_frame3_fft	3	3	0.145522;0.128731;0.291045	172.062;169.258;135.447	7;8;3	0.1809033135200213
SCFR_NC_072420_2_45308451_45308817_frame_2_fft	2	2	0.267760;0.467213	102.770;96.204	4;2	0.36419559667092183
SCFR_NC_072420_2_47099280_47099841_frame1_fft	3	3	0.033868;0.099822;0.049911	115.384;113.475;109.121	30;10;20	0.06119138704361205
SCFR_NC_072420_2_47147075_47147875_frame2_fft	1	1	0.131250	124.503	8	0.13125
SCFR_NC_072419_2_58085293_58086715_frame_1_fft	1	1	0.333333	190.611	3	0.333333
SCFR_NC_072419_2_69828576_69830925_frame_2_fft	4	3	0.249894;0.251596;0.497659	978.858;378.172;243.037	4;4;2	0.2879297266595711
SCFR_NC_072421_2_128540358_128542058_frame3_fft	1	1	0.333529	409.622	3	0.333529
SCFR_NC_072421_2_146884448_146884985_frame_1_fft	1	1	0.249534	143.578	4	0.249534
SCFR_NC_072421_2_151255482_151255773_frame_3_fft	1	1	0.247423	78.266	4	0.24742299999999998
SCFR_NC_072421_2_150862646_150863882_frame_1_fft	2	2	0.330906;0.333333	174.277;163.094	3;3	0.33207927552753497
SCFR_NC_072421_2_150862646_150863870_frame_1_fft	2	2	0.330882;0.333333	172.323;159.945	3;3	0.3320618463740113
SCFR_NC_072421_2_151879468_151880543_frame_2_fft	1	1	0.333023	238.497	3	0.333023
SCFR_NC_072421_2_1906069_1906902_frame1_fft	4	3	0.444178;0.111645;0.222089	356.678;207.446;204.231	2;9;5	0.2953664489890741
SCFR_NC_072421_2_2631341_2632105_frame_1_fft	9	3	0.450262;0.124346;0.299738	203.029;185.259;174.317	2;8;3	0.29630360227513086
SCFR_NC_072421_2_38702636_38702996_frame_1_fft	1	1	0.494444	85.182	2	0.494444
SCFR_NC_072421_2_53287951_53288413_frame_2_fft	1	1	0.004329	118.821	232	0.004329
SCFR_NC_072421_2_68906018_68906189_frame_1_fft	1	1	0.011696	59.799	86	0.011696
SCFR_NC_072421_2_70814758_70815166_frame2_fft	2	2	0.026961;0.053922	123.098;100.478	37;19	0.03907762860951086
SCFR_NC_072421_2_733161_733820_frame3_fft	1	1	0.071320	123.786	14	0.07132
SCFR_NC_072421_2_800600_801306_frame_1_fft	1	1	0.002833	140.576	354	0.002833
SCFR_NC_072421_2_85338890_85339171_frame2_fft	1	1	0.032028	77.393	31	0.032028
