frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent
1,NC_073256.2,71872167,71872294,+,127,29.134,70.866
2,NC_073256.2,71874133,71874155,+,22,40.909,59.091
1,NC_073256.2,71875014,71875054,+,40,27.5,72.5
-1,NC_073256.2,71959572,71959667,-,95,37.895,62.105
-1,NC_073256.2,71963700,71963747,-,47,29.787,70.213
-2,NC_073256.2,71964798,71964853,-,55,29.091,70.909
-2,NC_073256.2,71970502,71970574,-,72,36.111,63.889
-3,NC_073256.2,71974578,71974800,-,222,44.144,55.856
-1,NC_073256.2,72076703,72076808,-,105,30.476,69.524
-3,NC_073256.2,72080718,72080802,-,84,71.429,28.571
1,NC_073256.2,72223728,72223774,+,46,47.826,52.174
-2,NC_073256.2,72606192,72606217,-,25,24.0,76.0
-3,NC_073256.2,72608483,72608523,-,40,32.5,67.5
-2,NC_073256.2,72620316,72620368,-,52,26.923,73.077
-2,NC_073256.2,72622360,72622432,-,72,26.389,73.611
-2,NC_073256.2,72635725,72635866,-,141,86.525,13.475
3,NC_073256.2,72635654,72635709,+,55,69.091,30.909
3,NC_073256.2,72657080,72657089,+,9,33.333,66.667
3,NC_073256.2,72670427,72670447,+,20,35.0,65.0
3,NC_073256.2,72671048,72671078,+,30,40.0,60.0
2,NC_073256.2,73843789,73843934,+,145,66.207,33.793
2,NC_073256.2,74106856,74106968,+,112,74.107,25.893
1,NC_073256.2,74126109,74126112,+,3,66.667,33.333
2,NC_073256.2,74129935,74129981,+,46,13.043,86.957
1,NC_073256.2,74130417,74130444,+,27,55.556,44.444
1,NC_073256.2,74135172,74135196,+,24,33.333,66.667
3,NC_073256.2,74141204,74141219,+,15,33.333,66.667
1,NC_073256.2,74142645,74142693,+,48,16.667,83.333
-1,NC_073256.2,74185733,74185793,-,60,26.667,73.333
-2,NC_073256.2,74186487,74186677,-,190,36.316,63.684
-2,NC_073256.2,74188595,74188687,-,92,33.696,66.304
-3,NC_073256.2,74191149,74191221,-,72,30.556,69.444
-1,NC_073256.2,74192427,74192477,-,50,36.0,64.0
-3,NC_073256.2,74194056,74194065,-,9,22.222,77.778
1,NC_073256.2,74246307,74246323,+,16,31.25,68.75
2,NC_073256.2,74252131,74252177,+,46,26.087,73.913
2,NC_073256.2,74253460,74253492,+,32,18.75,81.25
1,NC_073256.2,74257158,74257189,+,31,32.258,67.742
1,NC_073256.2,74257158,74257192,+,34,32.353,67.647
1,NC_073256.2,74260896,74260914,+,18,38.889,61.111
1,NC_073256.2,74261679,74261806,+,127,24.409,75.591
2,NC_073256.2,74262961,74262979,+,18,44.444,55.556
-1,NC_073256.2,74265508,74265602,-,94,39.362,60.638
-2,NC_073256.2,74267066,74267152,-,86,38.372,61.628
-3,NC_073256.2,74267306,74267325,-,19,52.632,47.368
-1,NC_073256.2,74270898,74270918,-,20,25.0,75.0
-1,NC_073256.2,74271398,74271428,-,30,23.333,76.667
-1,NC_073256.2,74272258,74272298,-,40,22.5,77.5
-1,NC_073256.2,74275584,74275616,-,32,31.25,68.75
-1,NC_073256.2,74276965,74276981,-,16,31.25,68.75
-2,NC_073256.2,74278847,74278945,-,98,41.837,58.163
-1,NC_073256.2,74279197,74279264,-,67,28.358,71.642
-2,NC_073256.2,74280666,74280703,-,37,32.432,67.568
-3,NC_073256.2,74281173,74281248,-,75,33.333,66.667
-3,NC_073256.2,74281089,74281248,-,159,37.107,62.893
-3,NC_073256.2,74281324,74281347,-,23,21.739,78.261
-2,NC_073256.2,74282649,74282680,-,31,48.387,51.613
-1,NC_073256.2,74283439,74283452,-,13,15.385,84.615
-3,NC_073256.2,74284688,74284719,-,31,67.742,32.258
-3,NC_073256.2,74289138,74289204,-,66,28.788,71.212
-1,NC_073256.2,74291025,74291078,-,53,24.528,75.472
-2,NC_073256.2,74305054,74305060,-,6,50.0,50.0
-2,NC_073256.2,74312812,74312857,-,45,26.667,73.333
-1,NC_073256.2,74316489,74316608,-,119,30.252,69.748
-3,NC_073256.2,74316636,74316762,-,126,29.365,70.635
-1,NC_073256.2,74316810,74316866,-,56,35.714,64.286
-3,NC_073256.2,74324323,74324349,-,26,42.308,57.692
-1,NC_073256.2,74340509,74340569,-,60,76.667,23.333
-1,NC_073256.2,74340794,74341019,-,225,81.333,18.667
-2,NC_073256.2,74490818,74490865,-,47,44.681,55.319
-1,NC_073256.2,74491304,74491493,-,189,40.212,59.788
-1,NC_073256.2,74498726,74498801,-,75,44.0,56.0
-3,NC_073256.2,74509902,74509923,-,21,47.619,52.381
-1,NC_073256.2,74521310,74521322,-,12,33.333,66.667
-3,NC_073256.2,74616525,74616660,-,135,34.074,65.926
-2,NC_073256.2,74636785,74636842,-,57,36.842,63.158
-2,NC_073256.2,74636770,74636842,-,72,38.889,61.111
2,NC_073256.2,74793406,74793521,+,115,51.304,48.696
1,NC_073256.2,74793726,74793829,+,103,49.515,50.485
3,NC_073256.2,74794100,74794112,+,12,50.0,50.0
-1,NC_073256.2,74795081,74795093,-,12,41.667,58.333
-1,NC_073256.2,75872501,75872528,-,27,25.926,74.074
-2,NC_073256.2,75886344,75886546,-,202,34.158,65.842
-1,NC_073256.2,75888167,75888248,-,81,17.284,82.716
-3,NC_073256.2,75890517,75890556,-,39,30.769,69.231
-3,NC_073256.2,75895974,75896052,-,78,38.462,61.538
-2,NC_073256.2,75929634,75929653,-,19,21.053,78.947
-2,NC_073256.2,75943464,75943534,-,70,15.714,84.286
-2,NC_073256.2,75944731,75945007,-,276,73.913,26.087
1,NC_073256.2,76173654,76173667,+,13,92.308,7.692
3,NC_073256.2,76207430,76207438,+,8,50.0,50.0
2,NC_073256.2,76220551,76220613,+,62,32.258,67.742
1,NC_073256.2,76232733,76232794,+,61,32.787,67.213
1,NC_073256.2,76233234,76233309,+,75,24.0,76.0
2,NC_073256.2,76240459,76240486,+,27,40.741,59.259
1,NC_073256.2,76267272,76267294,+,22,31.818,68.182
1,NC_073256.2,76269339,76269391,+,52,28.846,71.154
2,NC_073256.2,76390222,76390319,+,97,49.485,50.515
3,NC_073256.2,76430096,76430139,+,43,55.814,44.186
2,NC_073256.2,76447153,76447210,+,57,36.842,63.158
3,NC_073256.2,76460384,76460403,+,19,26.316,73.684
1,NC_073256.2,76468518,76468569,+,51,23.529,76.471
2,NC_073256.2,76473808,76473953,+,145,22.069,77.931
2,NC_073256.2,76474162,76474187,+,25,32.0,68.0
3,NC_073256.2,76474667,76474670,+,3,66.667,33.333
3,NC_073256.2,76480634,76480686,+,52,38.462,61.538
2,NC_073256.2,76488061,76488105,+,44,40.909,59.091
1,NC_073256.2,76488774,76488849,+,75,37.333,62.667
2,NC_073256.2,76489675,76489700,+,25,28.0,72.0
2,NC_073256.2,76490071,76490108,+,37,18.919,81.081
3,NC_073256.2,76496828,76496888,+,60,41.667,58.333
3,NC_073256.2,76497239,76497274,+,35,28.571,71.429
3,NC_073256.2,76498469,76498523,+,54,35.185,64.815
2,NC_073256.2,76500505,76500538,+,33,54.545,45.455
1,NC_073256.2,76501059,76501074,+,15,33.333,66.667
1,NC_073256.2,76502418,76502516,+,98,48.98,51.02
2,NC_073256.2,76502833,76503055,+,222,40.09,59.91
3,NC_073256.2,76503254,76503285,+,31,35.484,64.516
1,NC_073256.2,76503852,76504040,+,188,34.043,65.957
2,NC_073256.2,76504501,76504519,+,18,27.778,72.222
1,NC_073256.2,76504800,76504850,+,50,42.0,58.0
3,NC_073256.2,76506362,76506385,+,23,39.13,60.87
3,NC_073256.2,76506362,76506388,+,26,42.308,57.692
2,NC_073256.2,76507978,76507997,+,19,52.632,47.368
1,NC_073256.2,76512849,76512925,+,76,43.421,56.579
2,NC_073256.2,76514179,76514216,+,37,24.324,75.676
2,NC_073256.2,76514179,76514219,+,40,25.0,75.0
2,NC_073256.2,76514179,76514249,+,70,31.429,68.571
3,NC_073256.2,76514507,76514568,+,61,39.344,60.656
3,NC_073256.2,76517027,76517055,+,28,60.714,39.286
-3,NC_073256.2,76618525,76618542,-,17,41.176,58.824
-3,NC_073256.2,76619817,76619865,-,48,47.917,52.083
1,NC_073256.2,76784826,76785004,+,178,62.921,37.079
2,NC_073256.2,77028898,77029012,+,114,57.895,42.105
3,NC_073256.2,77111084,77111115,+,31,54.839,45.161
1,NC_073256.2,77115216,77115280,+,64,26.562,73.438
1,NC_073256.2,77156466,77156496,+,30,43.333,56.667
-3,NC_073256.2,77160535,77160579,-,44,38.636,61.364
-3,NC_073256.2,77174673,77174706,-,33,42.424,57.576
-2,NC_073256.2,77175135,77175217,-,82,31.707,68.293
-1,NC_073256.2,77205227,77205278,-,51,41.176,58.824
-1,NC_073256.2,77210129,77210204,-,75,30.667,69.333
-2,NC_073256.2,77219934,77220016,-,82,28.049,71.951
-1,NC_073256.2,77233913,77233916,-,3,66.667,33.333
-2,NC_073256.2,77241063,77241103,-,40,22.5,77.5
-3,NC_073256.2,77275979,77275986,-,7,28.571,71.429
-2,NC_073256.2,77283216,77283241,-,25,32.0,68.0
-1,NC_073256.2,77290681,77290709,-,28,14.286,85.714
-1,NC_073256.2,77294965,77294993,-,28,21.429,78.571
-1,NC_073256.2,77295322,77295431,-,109,37.615,62.385
-1,NC_073256.2,77295325,77295431,-,106,36.792,63.208
-3,NC_073256.2,77299826,77299875,-,49,22.449,77.551
-3,NC_073256.2,77300339,77300418,-,79,36.709,63.291
-1,NC_073256.2,77300935,77300942,-,7,14.286,85.714
-3,NC_073256.2,77301566,77301666,-,100,23.0,77.0
-3,NC_073256.2,77303813,77304024,-,211,52.607,47.393
-2,NC_073256.2,77308068,77308090,-,22,22.727,77.273
-2,NC_073256.2,77310603,77310613,-,10,30.0,70.0
-3,NC_073256.2,77322554,77322570,-,16,31.25,68.75
-1,NC_073256.2,77325391,77325401,-,10,40.0,60.0
-2,NC_073256.2,77333445,77333539,-,94,41.489,58.511
-2,NC_073256.2,77338158,77338207,-,49,28.571,71.429
-3,NC_073256.2,77339606,77339634,-,28,32.143,67.857
-1,NC_073256.2,77341312,77341316,-,4,50.0,50.0
-1,NC_073256.2,77341241,77341316,-,75,49.333,50.667
-1,NC_073256.2,77346827,77346908,-,81,28.395,71.605
-3,NC_073256.2,77371158,77371296,-,138,76.087,23.913
2,NC_073256.2,77972566,77972750,+,184,77.717,22.283
2,NC_073256.2,78644665,78644699,+,34,32.353,67.647
2,NC_073256.2,78671620,78671628,+,8,62.5,37.5
2,NC_073256.2,78680050,78680139,+,89,24.719,75.281
1,NC_073256.2,78691566,78691592,+,26,30.769,69.231
-2,NC_073256.2,78741738,78741760,-,22,22.727,77.273
-3,NC_073256.2,78743918,78743946,-,28,28.571,71.429
-1,NC_073256.2,78750040,78750227,-,187,29.947,70.053
-1,NC_073256.2,78750487,78750497,-,10,20.0,80.0
-3,NC_073256.2,78752595,78752619,-,24,33.333,66.667
-1,NC_073256.2,78753564,78753575,-,11,45.455,54.545
-2,NC_073256.2,78756509,78756586,-,77,28.571,71.429
-1,NC_073256.2,78761995,78762074,-,79,26.582,73.418
-1,NC_073256.2,78761987,78762074,-,87,25.287,74.713
-3,NC_073256.2,78764994,78765267,-,273,77.656,22.344
-2,NC_073256.2,78787822,78787903,-,81,35.802,64.198
-1,NC_073256.2,78787822,78787841,-,19,36.842,63.158
-2,NC_073256.2,78790717,78790771,-,54,16.667,83.333
-3,NC_073256.2,78792488,78792513,-,25,20.0,80.0
-1,NC_073256.2,78795535,78795584,-,49,26.531,73.469
-2,NC_073256.2,78799498,78799612,-,114,28.947,71.053
-2,NC_073256.2,78812434,78812605,-,171,80.702,19.298
1,NC_073256.2,78895272,78895276,+,4,25.0,75.0
3,NC_073256.2,78895724,78895785,+,61,40.984,59.016
3,NC_073256.2,78899090,78899130,+,40,55.0,45.0
2,NC_073256.2,78901570,78901716,+,146,25.342,74.658
1,NC_073256.2,78910752,78910768,+,16,25.0,75.0
1,NC_073256.2,78910752,78910786,+,34,35.294,64.706
3,NC_073256.2,78933332,78933378,+,46,28.261,71.739
1,NC_073256.2,79138956,79139077,+,121,50.413,49.587
2,NC_073256.2,80313502,80313746,+,244,73.77,26.23
-2,NC_073256.2,80325173,80325205,-,32,18.75,81.25
-2,NC_073256.2,80329903,80329921,-,18,38.889,61.111
-2,NC_073256.2,80329903,80329921,-,18,38.889,61.111
-2,NC_073256.2,80337070,80337115,-,45,40.0,60.0
-3,NC_073256.2,80337836,80337861,-,25,36.0,64.0
-3,NC_073256.2,80348159,80348196,-,37,35.135,64.865
-1,NC_073256.2,80349211,80349278,-,67,23.881,76.119
-3,NC_073256.2,80357437,80357514,-,77,23.377,76.623
-1,NC_073256.2,80529347,80529446,-,99,78.788,21.212
-1,NC_073256.2,81339080,81339113,-,33,24.242,75.758
-1,NC_073256.2,81340034,81340154,-,120,32.5,67.5
-1,NC_073256.2,81347919,81347942,-,23,21.739,78.261
-3,NC_073256.2,81356885,81356907,-,22,36.364,63.636
-1,NC_073256.2,81361829,81361889,-,60,53.333,46.667
-2,NC_073256.2,81361945,81361948,-,3,33.333,66.667
1,NC_073256.2,81414867,81414898,+,31,41.935,58.065
2,NC_073256.2,81426163,81426191,+,28,28.571,71.429
1,NC_073256.2,81437214,81437241,+,27,55.556,44.444
1,NC_073256.2,81439506,81439562,+,56,32.143,67.857
1,NC_073256.2,81440247,81440400,+,153,47.059,52.941
1,NC_073256.2,81440247,81440400,+,153,47.059,52.941
-2,NC_073256.2,81452013,81452035,-,22,31.818,68.182
-3,NC_073256.2,81453815,81453885,-,70,38.571,61.429
-1,NC_073256.2,81456136,81456143,-,7,14.286,85.714
-1,NC_073256.2,81457440,81457478,-,38,26.316,73.684
-1,NC_073256.2,81459827,81459944,-,117,42.735,57.265
-1,NC_073256.2,81467428,81467498,-,70,31.429,68.571
-1,NC_073256.2,81472135,81472160,-,25,28.0,72.0
-2,NC_073256.2,81478024,81478243,-,219,26.027,73.973
-2,NC_073256.2,81480357,81480409,-,52,25.0,75.0
-1,NC_073256.2,81512434,81512444,-,10,50.0,50.0
-2,NC_073256.2,81515419,81515473,-,54,42.593,57.407
-2,NC_073256.2,81573772,81573916,-,144,85.417,14.583
2,NC_073256.2,81783607,81783611,+,4,0.0,100.0
1,NC_073256.2,81808629,81808689,+,60,26.667,73.333
1,NC_073256.2,81831909,81831962,+,53,28.302,71.698
3,NC_073256.2,81859088,81859191,+,103,55.34,44.66
3,NC_073256.2,81859088,81859239,+,151,50.993,49.007
1,NC_073256.2,81860160,81860221,+,61,44.262,55.738
1,NC_073256.2,81860160,81860260,+,100,48.0,52.0
1,NC_073256.2,81866868,81866898,+,30,53.333,46.667
1,NC_073256.2,81882003,81882109,+,106,31.132,68.868
1,NC_073256.2,81882204,81882234,+,30,43.333,56.667
2,NC_073256.2,81884239,81884268,+,29,34.483,65.517
2,NC_073256.2,81885793,81885932,+,139,38.849,61.151
3,NC_073256.2,81887483,81887508,+,25,40.0,60.0
3,NC_073256.2,81906821,81906924,+,103,33.01,66.99
2,NC_073256.2,81906901,81906924,+,23,39.13,60.87
-3,NC_073256.2,81909939,81910026,-,87,58.621,41.379
1,NC_073256.2,82166604,82166878,+,274,63.139,36.861
2,NC_073256.2,82170208,82170266,+,58,70.69,29.31
3,NC_073256.2,82170527,82170639,+,112,55.357,44.643
1,NC_073256.2,82177872,82177905,+,33,36.364,63.636
1,NC_073256.2,82180494,82180529,+,35,34.286,65.714
3,NC_073256.2,82182005,82182093,+,88,34.091,65.909
3,NC_073256.2,82182005,82182093,+,88,34.091,65.909
3,NC_073256.2,82182866,82182932,+,66,28.788,71.212
2,NC_073256.2,82184962,82184979,+,17,17.647,82.353
1,NC_073256.2,82186467,82186577,+,110,34.545,65.455
1,NC_073256.2,82189563,82189623,+,60,40.0,60.0
2,NC_073256.2,82191628,82191727,+,99,33.333,66.667
3,NC_073256.2,82194467,82194488,+,21,33.333,66.667
3,NC_073256.2,82194674,82194741,+,67,50.746,49.254
2,NC_073256.2,82197865,82197972,+,107,52.336,47.664
2,NC_073256.2,82205815,82205933,+,118,33.898,66.102
2,NC_073256.2,82231183,82231277,+,94,59.574,40.426
2,NC_073256.2,82234042,82234071,+,29,37.931,62.069
2,NC_073256.2,82243132,82243178,+,46,73.913,26.087
3,NC_073256.2,82247864,82247893,+,29,37.931,62.069
1,NC_073256.2,82251330,82251334,+,4,50.0,50.0
1,NC_073256.2,82253634,82253688,+,54,55.556,44.444
-1,NC_073256.2,82310283,82310291,-,8,50.0,50.0
-2,NC_073256.2,82314079,82314097,-,18,27.778,72.222
-1,NC_073256.2,82333446,82333610,-,164,27.439,72.561
-3,NC_073256.2,82336830,82336920,-,90,33.333,66.667
-1,NC_073256.2,82340205,82340231,-,26,23.077,76.923
-1,NC_073256.2,82350485,82350488,-,3,66.667,33.333
-3,NC_073256.2,82372691,82372719,-,28,25.0,75.0
-2,NC_073256.2,82388871,82388896,-,25,28.0,72.0
-1,NC_073256.2,82404296,82404338,-,42,71.429,28.571
3,NC_073256.2,82415054,82415088,+,34,29.412,70.588
-2,NC_073256.2,82450533,82450846,-,313,72.524,27.476
-3,NC_073256.2,82451005,82451037,-,32,40.625,59.375
-3,NC_073256.2,82481673,82481694,-,21,52.381,47.619
1,NC_073256.2,82536864,82536922,+,58,24.138,75.862
2,NC_073256.2,82552339,82552371,+,32,28.125,71.875
3,NC_073256.2,82560818,82560911,+,93,22.581,77.419
3,NC_073256.2,82560818,82560936,+,118,27.119,72.881
3,NC_073256.2,82567187,82567230,+,43,44.186,55.814
1,NC_073256.2,82569804,82569828,+,24,16.667,83.333
1,NC_073256.2,82571976,82571980,+,4,75.0,25.0
1,NC_073256.2,82572111,82572163,+,52,32.692,67.308
3,NC_073256.2,82576184,82576188,+,4,75.0,25.0
2,NC_073256.2,82576387,82576396,+,9,22.222,77.778
2,NC_073256.2,82577149,82577207,+,58,31.034,68.966
3,NC_073256.2,82583117,82583370,+,253,39.13,60.87
3,NC_073256.2,82586975,82587000,+,25,20.0,80.0
3,NC_073256.2,82610522,82610548,+,26,19.231,80.769
3,NC_073256.2,82610522,82610617,+,95,26.316,73.684
1,NC_073256.2,82610682,82610749,+,67,26.866,73.134
1,NC_073256.2,82614723,82614794,+,71,32.394,67.606
2,NC_073256.2,82615033,82615035,+,2,50.0,50.0
1,NC_073256.2,82616961,82617077,+,116,28.448,71.552
2,NC_073256.2,82619962,82619976,+,14,21.429,78.571
2,NC_073256.2,82627051,82627075,+,24,29.167,70.833
2,NC_073256.2,82627051,82627156,+,105,39.048,60.952
2,NC_073256.2,82632325,82632372,+,47,27.66,72.34
3,NC_073256.2,82639856,82639961,+,105,36.19,63.81
1,NC_073256.2,82641336,82641438,+,102,27.451,72.549
3,NC_073256.2,82656434,82656496,+,62,27.419,72.581
1,NC_073256.2,82662474,82662476,+,2,100.0,0.0
-3,NC_073256.2,82685706,82685721,-,15,20.0,80.0
2,NC_073256.2,82685626,82685643,+,17,29.412,70.588
-3,NC_073256.2,82699290,82699512,-,222,69.369,30.631
-1,NC_073256.2,82701875,82701881,-,6,33.333,66.667
-1,NC_073256.2,82708672,82708718,-,46,28.261,71.739
-1,NC_073256.2,82708672,82708718,-,46,28.261,71.739
-3,NC_073256.2,82719719,82719792,-,73,23.288,76.712
-3,NC_073256.2,82719719,82719792,-,73,23.288,76.712
-2,NC_073256.2,82748353,82748446,-,93,27.957,72.043
-1,NC_073256.2,82750605,82750739,-,134,29.104,70.896
-1,NC_073256.2,82755245,82755308,-,63,33.333,66.667
-1,NC_073256.2,82766015,82766177,-,162,73.457,26.543
-3,NC_073256.2,82780615,82780644,-,29,34.483,65.517
-3,NC_073256.2,82783242,82783338,-,96,29.167,70.833
-1,NC_073256.2,82788618,82788662,-,44,13.636,86.364
-3,NC_073256.2,82796683,82796733,-,50,20.0,80.0
-3,NC_073256.2,82796634,82796733,-,99,30.303,69.697
-2,NC_073256.2,82799239,82799344,-,105,59.048,40.952
3,NC_073256.2,82801460,82801644,+,184,75.0,25.0
2,NC_073256.2,82811443,82811446,+,3,33.333,66.667
1,NC_073256.2,82813659,82813678,+,19,36.842,63.158
2,NC_073256.2,82823200,82823220,+,20,30.0,70.0
1,NC_073256.2,82829031,82829047,+,16,25.0,75.0
3,NC_073256.2,82830770,82830804,+,34,23.529,76.471
2,NC_073256.2,82832518,82832570,+,52,25.0,75.0
3,NC_073256.2,82840331,82840349,+,18,33.333,66.667
2,NC_073256.2,82843198,82843231,+,33,24.242,75.758
3,NC_073256.2,82849214,82849276,+,62,32.258,67.742
2,NC_073256.2,82851079,82851139,+,60,13.333,86.667
3,NC_073256.2,82851623,82851663,+,40,20.0,80.0
1,NC_073256.2,82855374,82855524,+,150,28.667,71.333
2,NC_073256.2,82856017,82856019,+,2,50.0,50.0
1,NC_073256.2,82869546,82869552,+,6,50.0,50.0
2,NC_073256.2,82874986,82875044,+,58,27.586,72.414
3,NC_073256.2,82887305,82887328,+,23,39.13,60.87
2,NC_073256.2,82891537,82891566,+,29,24.138,75.862
1,NC_073256.2,82896468,82896541,+,73,26.027,73.973
3,NC_073256.2,82899404,82899414,+,10,30.0,70.0
2,NC_073256.2,82901293,82901336,+,43,37.209,62.791
2,NC_073256.2,82901938,82901991,+,53,32.075,67.925
1,NC_073256.2,82909536,82909569,+,33,24.242,75.758
2,NC_073256.2,82912393,82912419,+,26,15.385,84.615
2,NC_073256.2,82914757,82914804,+,47,34.043,65.957
3,NC_073256.2,82927715,82927774,+,59,45.763,54.237
1,NC_073256.2,82930569,82930576,+,7,57.143,42.857
1,NC_073256.2,82932468,82932494,+,26,61.538,38.462
-1,NC_073256.2,82936205,82936229,-,24,41.667,58.333
-2,NC_073256.2,82937618,82937719,-,101,36.634,63.366
-2,NC_073256.2,82937618,82937719,-,101,36.634,63.366
-3,NC_073256.2,82938710,82938735,-,25,48.0,52.0
-1,NC_073256.2,82940363,82940399,-,36,44.444,55.556
-2,NC_073256.2,82941921,82941961,-,40,47.5,52.5
-1,NC_073256.2,82953774,82953776,-,2,50.0,50.0
-1,NC_073256.2,82953774,82953776,-,2,50.0,50.0
-1,NC_073256.2,82955035,82955066,-,31,25.806,74.194
-3,NC_073256.2,82955253,82955295,-,42,35.714,64.286
-1,NC_073256.2,82956660,82956713,-,53,30.189,69.811
-3,NC_073256.2,82962048,82962099,-,51,33.333,66.667
-1,NC_073256.2,82963198,82963220,-,22,13.636,86.364
-2,NC_073256.2,82964321,82964479,-,158,31.646,68.354
-3,NC_073256.2,82964610,82964637,-,27,37.037,62.963
-2,NC_073256.2,82965144,82965193,-,49,16.327,83.673
-1,NC_073256.2,82965279,82965362,-,83,28.916,71.084
-3,NC_073256.2,82970048,82970073,-,25,28.0,72.0
-2,NC_073256.2,82975573,82975669,-,96,23.958,76.042
-1,NC_073256.2,82988500,82988642,-,142,24.648,75.352
-1,NC_073256.2,82994847,82994864,-,17,23.529,76.471
-3,NC_073256.2,82996963,82996986,-,23,26.087,73.913
-2,NC_073256.2,83003256,83003284,-,28,28.571,71.429
-2,NC_073256.2,83004282,83004298,-,16,25.0,75.0
-1,NC_073256.2,83004494,83004500,-,6,50.0,50.0
-2,NC_073256.2,83008967,83009011,-,44,31.818,68.182
-1,NC_073256.2,83014495,83014535,-,40,25.0,75.0
-1,NC_073256.2,83025118,83025152,-,34,20.588,79.412
-2,NC_073256.2,83029177,83029219,-,42,19.048,80.952
-2,NC_073256.2,83033662,83033686,-,24,20.833,79.167
-2,NC_073256.2,83033521,83033686,-,165,36.364,63.636
-2,NC_073256.2,83038427,83038450,-,23,30.435,69.565
-2,NC_073256.2,83039514,83039641,-,127,29.921,70.079
-3,NC_073256.2,83078097,83078238,-,141,69.504,30.496
-3,NC_073256.2,83158082,83158089,-,7,28.571,71.429
-3,NC_073256.2,83169653,83169660,-,7,57.143,42.857
-3,NC_073256.2,83241150,83241180,-,30,40.0,60.0
-1,NC_073256.2,83245890,83245973,-,83,33.735,66.265
-2,NC_073256.2,83252281,83252338,-,57,45.614,54.386
-3,NC_073256.2,83358709,83358759,-,50,22.0,78.0
-1,NC_073256.2,83480333,83480483,-,150,54.0,46.0
3,NC_073256.2,83684771,83685108,+,337,73.294,26.706
3,NC_073256.2,83750507,83750547,+,40,37.5,62.5
3,NC_073256.2,83752214,83752263,+,49,30.612,69.388
3,NC_073256.2,83754722,83754750,+,28,25.0,75.0
1,NC_073256.2,83759910,83759926,+,16,37.5,62.5
1,NC_073256.2,83762994,83763199,+,205,38.537,61.463
1,NC_073256.2,83777151,83777169,+,18,22.222,77.778
3,NC_073256.2,83785748,83785756,+,8,37.5,62.5
3,NC_073256.2,83788445,83788492,+,47,34.043,65.957
1,NC_073256.2,83793285,83793357,+,72,41.667,58.333
2,NC_073256.2,83801698,83801721,+,23,21.739,78.261
1,NC_073256.2,83804973,83805174,+,201,30.348,69.652
3,NC_073256.2,83810081,83810085,+,4,75.0,25.0
2,NC_073256.2,83813116,83813145,+,29,27.586,72.414
3,NC_073256.2,83813432,83813448,+,16,25.0,75.0
1,NC_073256.2,83820420,83820426,+,6,33.333,66.667
2,NC_073256.2,83823244,83823282,+,38,23.684,76.316
2,NC_073256.2,83826223,83826299,+,76,47.368,52.632
1,NC_073256.2,83829732,83829755,+,23,39.13,60.87
2,NC_073256.2,83832277,83832404,+,127,37.795,62.205
1,NC_073256.2,83840802,83840851,+,49,28.571,71.429
1,NC_073256.2,83842122,83842157,+,35,31.429,68.571
1,NC_073256.2,83848440,83848497,+,57,24.561,75.439
3,NC_073256.2,83851232,83851295,+,63,44.444,55.556
3,NC_073256.2,83852171,83852179,+,8,50.0,50.0
1,NC_073256.2,83853636,83853668,+,32,28.125,71.875
2,NC_073256.2,83860021,83860119,+,98,30.612,69.388
3,NC_073256.2,83866709,83866798,+,89,35.955,64.045
1,NC_073256.2,83878905,83878952,+,47,19.149,80.851
1,NC_073256.2,83889933,83890061,+,128,25.781,74.219
3,NC_073256.2,83924324,83924360,+,36,27.778,72.222
2,NC_073256.2,83924902,83924996,+,94,31.915,68.085
3,NC_073256.2,83950241,83950265,+,24,66.667,33.333
1,NC_073256.2,83957136,83957197,+,61,32.787,67.213
2,NC_073256.2,83963932,83963965,+,33,42.424,57.576
1,NC_073256.2,84169305,84169330,+,25,48.0,52.0
3,NC_073256.2,84176057,84176170,+,113,28.319,71.681
1,NC_073256.2,84198393,84198506,+,113,29.204,70.796
3,NC_073256.2,84217886,84217894,+,8,62.5,37.5
1,NC_073256.2,84251472,84251500,+,28,39.286,60.714
-3,NC_073256.2,84255612,84255726,-,114,44.737,55.263
2,NC_073256.2,84262654,84262678,+,24,20.833,79.167
2,NC_073256.2,84368920,84368991,+,71,25.352,74.648
2,NC_073256.2,84368920,84368991,+,71,25.352,74.648
1,NC_073256.2,84437760,84437769,+,9,22.222,77.778
2,NC_073256.2,84450175,84450204,+,29,6.897,93.103
3,NC_073256.2,84516065,84516087,+,22,27.273,72.727
1,NC_073256.2,84544482,84544535,+,53,39.623,60.377
2,NC_073256.2,84546850,84546885,+,35,42.857,57.143
3,NC_073256.2,85287515,85287609,+,94,43.617,56.383
2,NC_073256.2,85299565,85299591,+,26,53.846,46.154
2,NC_073256.2,85299565,85299605,+,40,55.0,45.0
3,NC_073256.2,85309958,85309978,+,20,50.0,50.0
3,NC_073256.2,85312562,85312593,+,31,25.806,74.194
3,NC_073256.2,85324205,85324229,+,24,33.333,66.667
3,NC_073256.2,85325153,85325274,+,121,38.017,61.983
2,NC_073256.2,85326718,85326811,+,93,53.763,46.237
2,NC_073256.2,85327099,85327219,+,120,40.833,59.167
1,NC_073256.2,85328280,85328430,+,150,42.0,58.0
2,NC_073256.2,85344334,85344428,+,94,36.17,63.83
3,NC_073256.2,85347257,85347322,+,65,38.462,61.538
3,NC_073256.2,85350242,85350299,+,57,31.579,68.421
