frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent,GC_stretch
-2,NC_072428.2,74505722,74505747,-,25,52.0,48.0,6.33333333333333
2,NC_072428.2,74532172,74532271,+,99,43.434,56.566,3.0
2,NC_072428.2,74532553,74532625,+,72,45.833,54.167,5.0
1,NC_072428.2,74534496,74534526,+,30,40.0,60.0,4.6
2,NC_072428.2,74535234,74535235,+,1,100.0,0.0,3.3
3,NC_072428.2,74536212,74536247,+,35,54.286,45.714,3.16666666666667
1,NC_072428.2,74642429,74642430,+,1,100.0,0.0,4.0
1,NC_072428.2,74645176,74645181,+,5,40.0,60.0,3.46153846153846
2,NC_072428.2,74646000,74646001,+,1,100.0,0.0,3.57142857142857
3,NC_072428.2,74663399,74663462,+,63,31.746,68.254,4.0
2,NC_072428.2,74664994,74665000,+,6,16.667,83.333,5.0
1,NC_072428.2,74666493,74666523,+,30,23.333,76.667,3.0
1,NC_072428.2,74668375,74668383,+,8,50.0,50.0,3.4
-2,NC_072428.2,74689307,74689361,-,54,37.037,62.963,5.0
-3,NC_072428.2,74690623,74690625,-,2,100.0,0.0,4.5
-2,NC_072428.2,74691329,74691360,-,31,38.71,61.29,4.33333333333333
-2,NC_072428.2,74693309,74693382,-,73,43.836,56.164,5.0
-2,NC_072428.2,74693720,74693742,-,22,45.455,54.545,3.7
-1,NC_072428.2,74968164,74968227,-,63,46.032,53.968,3.0
-3,NC_072428.2,74969269,74969271,-,2,100.0,0.0,4.33333333333333
-1,NC_072428.2,74969988,74970013,-,25,56.0,44.0,3.0
-3,NC_072428.2,74971978,74972051,-,73,35.616,64.384,3.72727272727273
-2,NC_072428.2,74972360,74972430,-,70,35.714,64.286,3.5
2,NC_072428.2,75019087,75019099,+,12,50.0,50.0,4.0
3,NC_072428.2,75019439,75019511,+,72,43.056,56.944,3.0
3,NC_072428.2,75021482,75021512,+,30,33.333,66.667,4.66666666666667
2,NC_072428.2,75022218,75022219,+,1,100.0,0.0,4.0
2,NC_072428.2,75023474,75023527,+,53,37.736,62.264,3.85714285714286
3,NC_072428.2,75039111,75039125,+,14,57.143,42.857,6.66666666666667
3,NC_072428.2,75041150,75041297,+,147,62.585,37.415,3.0
-3,NC_072428.2,75106084,75106120,-,36,58.333,41.667,5.0
-2,NC_072428.2,75107090,75107092,-,2,100.0,0.0,3.45833333333333
-1,NC_072428.2,75107802,75107833,-,31,38.71,61.29,3.0
-1,NC_072428.2,75109713,75109786,-,73,45.205,54.795,9.85
-1,NC_072428.2,75110067,75110167,-,100,43.0,57.0,3.0
1,NC_072428.2,75119223,75119322,+,99,42.424,57.576,3.0
1,NC_072428.2,75119604,75119676,+,72,44.444,55.556,4.15384615384615
1,NC_072428.2,75121557,75121587,+,30,36.667,63.333,3.0
2,NC_072428.2,75122298,75122299,+,1,100.0,0.0,3.66666666666667
3,NC_072428.2,75123270,75123305,+,35,57.143,42.857,4.5
3,NC_072428.2,75221614,75221615,+,1,100.0,0.0,5.0
2,NC_072428.2,75224360,75224365,+,5,40.0,60.0,5.125
3,NC_072428.2,75225184,75225185,+,1,100.0,0.0,6.5
1,NC_072428.2,75242577,75242640,+,63,31.746,68.254,4.33333333333333
3,NC_072428.2,75244172,75244178,+,6,16.667,83.333,3.0
2,NC_072428.2,75245671,75245701,+,30,23.333,76.667,3.42857142857143
2,NC_072428.2,75247553,75247561,+,8,50.0,50.0,5.0
-1,NC_072428.2,75268485,75268539,-,54,37.037,62.963,3.71428571428571
-2,NC_072428.2,75269801,75269803,-,2,100.0,0.0,4.0
-1,NC_072428.2,75270507,75270538,-,31,38.71,61.29,6.49473684210526
-1,NC_072428.2,75272487,75272560,-,73,43.836,56.164,4.625
-1,NC_072428.2,75272898,75272920,-,22,45.455,54.545,5.0
-3,NC_072428.2,75558229,75558377,-,148,63.514,36.486,3.5
-1,NC_072428.2,75560403,75560418,-,15,53.333,46.667,3.23076923076923
-1,NC_072428.2,75576015,75576069,-,54,38.889,61.111,3.5
-2,NC_072428.2,75577322,75577324,-,2,100.0,0.0,3.0
-3,NC_072428.2,75578029,75578060,-,31,35.484,64.516,4.0
-2,NC_072428.2,75580031,75580104,-,73,43.836,56.164,3.0
-2,NC_072428.2,75580031,75580104,-,73,43.836,56.164,4.75
-1,NC_072428.2,75580443,75580468,-,25,48.0,52.0,3.33333333333333
-1,NC_072428.2,75580443,75580456,-,13,46.154,53.846,5.0
1,NC_072428.2,75627126,75627195,+,69,34.783,65.217,5.14285714285714
2,NC_072428.2,75627505,75627577,+,72,34.722,65.278,3.66666666666667
2,NC_072428.2,75629545,75629569,+,24,54.167,45.833,3.11111111111111
1,NC_072428.2,75630287,75630288,+,1,100.0,0.0,3.71428571428571
2,NC_072428.2,75631331,75631393,+,62,45.161,54.839,4.42857142857143
3,NC_072428.2,75942890,75942911,+,21,42.857,57.143,4.0
3,NC_072428.2,75943250,75943322,+,72,43.056,56.944,4.28571428571429
1,NC_072428.2,75945270,75945300,+,30,36.667,63.333,9.0
2,NC_072428.2,75946005,75946006,+,1,100.0,0.0,3.66666666666667
1,NC_072428.2,75947269,75947322,+,53,35.849,64.151,3.71428571428571
-1,NC_072428.2,75968244,75968253,-,9,55.556,44.444,4.16666666666667
-2,NC_072428.2,75970103,75970134,-,31,22.581,77.419,3.0
-1,NC_072428.2,75971625,75971632,-,7,28.571,71.429,3.66666666666667
-3,NC_072428.2,75973159,75973223,-,64,32.812,67.188,4.625
-3,NC_072428.2,75990628,75990630,-,2,100.0,0.0,3.6
-2,NC_072428.2,75991448,75991454,-,6,50.0,50.0,5.2089552238806
-3,NC_072428.2,75994198,75994200,-,2,100.0,0.0,3.66666666666667
-1,NC_072428.2,76092288,76092324,-,36,58.333,41.667,9.5
-3,NC_072428.2,76093294,76093296,-,2,100.0,0.0,3.0
-3,NC_072428.2,76094014,76094045,-,31,38.71,61.29,4.42857142857143
-1,NC_072428.2,76095918,76095991,-,73,45.205,54.795,3.5
-1,NC_072428.2,76096272,76096372,-,100,43.0,57.0,3.0
-1,NC_072428.2,76096272,76096372,-,100,43.0,57.0,3.88888888888889
3,NC_072428.2,76105415,76105514,+,99,41.414,58.586,5.0
3,NC_072428.2,76105415,76105514,+,99,41.414,58.586,5.36363636363636
3,NC_072428.2,76105796,76105868,+,72,44.444,55.556,3.71428571428571
2,NC_072428.2,76107742,76107772,+,30,36.667,63.333,3.0
2,NC_072428.2,76108491,76108492,+,1,100.0,0.0,3.66666666666667
3,NC_072428.2,76109463,76109498,+,35,57.143,42.857,4.7
3,NC_072428.2,76210338,76210343,+,5,40.0,60.0,3.36363636363636
2,NC_072428.2,76211172,76211173,+,1,100.0,0.0,5.0
2,NC_072428.2,76211172,76211173,+,1,100.0,0.0,3.25
3,NC_072428.2,76224062,76224125,+,63,33.333,66.667,3.86666666666667
2,NC_072428.2,76225657,76225663,+,6,16.667,83.333,7.18181818181818
2,NC_072428.2,76227154,76227184,+,30,26.667,73.333,4.66666666666667
1,NC_072428.2,76229017,76229025,+,8,50.0,50.0,3.0
1,NC_072428.2,76233650,76233711,+,61,31.148,68.852,3.5
2,NC_072428.2,76234743,76234744,+,1,100.0,0.0,3.33333333333333
3,NC_072428.2,76238436,76238486,+,50,22.0,78.0,6.2
1,NC_072428.2,76238833,76238856,+,23,43.478,56.522,3.0
1,NC_072428.2,76239021,76239123,+,102,29.412,70.588,3.25
2,NC_072428.2,76244597,76244620,+,23,30.435,69.565,4.22222222222222
1,NC_072428.2,76245729,76245780,+,51,23.529,76.471,3.94117647058824
1,NC_072428.2,76249766,76249767,+,1,100.0,0.0,3.42857142857143
1,NC_072428.2,76252206,76252233,+,27,22.222,77.778,6.0
3,NC_072428.2,76254258,76254266,+,8,25.0,75.0,3.57142857142857
1,NC_072428.2,76257815,76257816,+,1,100.0,0.0,9.0
2,NC_072428.2,76259118,76259119,+,1,100.0,0.0,6.17460317460317
3,NC_072428.2,76266662,76266731,+,69,34.783,65.217,3.0
-1,NC_072428.2,76277481,76277500,-,19,21.053,78.947,4.04444444444444
-1,NC_072428.2,76277970,76277995,-,25,28.0,72.0,3.46153846153846
-3,NC_072428.2,76280086,76280144,-,58,29.31,70.69,3.0
-2,NC_072428.2,76280891,76280893,-,2,100.0,0.0,3.81081081081081
-1,NC_072428.2,76285143,76285186,-,43,25.581,74.419,4.72727272727273
-2,NC_072428.2,76285781,76285862,-,81,28.395,71.605,3.0
-2,NC_072428.2,76285781,76285862,-,81,28.395,71.605,3.0
-2,NC_072428.2,76288604,76288672,-,68,33.824,66.176,4.375
-1,NC_072428.2,76289805,76289827,-,22,18.182,81.818,5.20754716981132
-3,NC_072428.2,76292602,76292816,-,214,33.178,66.822,3.0
-1,NC_072428.2,76297299,76297500,-,201,73.134,26.866,3.44444444444444
2,NC_072428.2,77268495,77268496,+,1,100.0,0.0,3.6
3,NC_072428.2,77268924,77269010,+,86,30.233,69.767,4.94117647058824
3,NC_072428.2,78513021,78513038,+,17,41.176,58.824,3.25
1,NC_072428.2,78541552,78541617,+,65,35.385,64.615,3.0
1,NC_072428.2,78711394,78711411,+,17,35.294,64.706,3.0
2,NC_072428.2,78887143,78887152,+,9,55.556,44.444,3.33333333333333
1,NC_072428.2,78952899,78952992,+,93,45.161,54.839,4.33333333333333
1,NC_072428.2,78955819,78955866,+,47,34.043,65.957,3.83333333333333
1,NC_072428.2,78956299,78956376,+,77,32.468,67.532,3.75
2,NC_072428.2,78964894,78964903,+,9,44.444,55.556,4.43333333333333
1,NC_072428.2,78980943,78980958,+,15,46.667,53.333,4.57142857142857
2,NC_072428.2,78983708,78983740,+,32,50.0,50.0,3.7
1,NC_072428.2,78992956,78992961,+,5,60.0,40.0,4.0
2,NC_072428.2,78996763,78996847,+,84,39.286,60.714,3.8
3,NC_072428.2,78998316,78998360,+,44,31.818,68.182,3.0
3,NC_072428.2,79001877,79002002,+,125,44.0,56.0,3.33333333333333
1,NC_072428.2,79023757,79023762,+,5,80.0,20.0,4.66666666666667
3,NC_072428.2,79026830,79026857,+,27,59.259,40.741,4.0
3,NC_072428.2,79028432,79028438,+,6,50.0,50.0,5.66666666666667
2,NC_072428.2,79029502,79029640,+,138,45.652,54.348,3.7
3,NC_072428.2,79032479,79032566,+,87,49.425,50.575,3.42857142857143
1,NC_072428.2,79036441,79036455,+,14,42.857,57.143,4.5
2,NC_072428.2,79049030,79049059,+,29,51.724,48.276,3.71428571428571
3,NC_072428.2,79051010,79051289,+,279,45.52,54.48,3.0
1,NC_072428.2,79058887,79058925,+,38,65.789,34.211,4.28571428571429
3,NC_072428.2,79072516,79072517,+,1,100.0,0.0,3.0
1,NC_072428.2,79075018,79075023,+,5,60.0,40.0,5.0
3,NC_072428.2,79078743,79078859,+,116,50.862,49.138,3.81081081081081
1,NC_072428.2,79081189,79081287,+,98,35.714,64.286,3.0
1,NC_072428.2,79081831,79081854,+,23,60.87,39.13,4.5
3,NC_072428.2,79164501,79164515,+,14,57.143,42.857,3.21052631578947
-2,NC_072428.2,79335422,79335449,-,27,14.815,85.185,4.05555555555556
-2,NC_072428.2,79335422,79335462,-,40,20.0,80.0,4.0
-2,NC_072428.2,79344632,79344634,-,2,100.0,0.0,3.0
-1,NC_072428.2,79347693,79347835,-,142,21.127,78.873,4.4
-2,NC_072428.2,79349915,79349934,-,19,21.053,78.947,3.23076923076923
-3,NC_072428.2,79362553,79362638,-,85,36.471,63.529,3.0
-1,NC_072428.2,79363527,79363529,-,2,100.0,0.0,3.0
-1,NC_072428.2,79363527,79363529,-,2,100.0,0.0,5.89285714285714
-1,NC_072428.2,79364646,79364648,-,2,100.0,0.0,3.0
-1,NC_072428.2,79364646,79364648,-,2,100.0,0.0,3.44444444444444
-2,NC_072428.2,79366214,79366242,-,28,35.714,64.286,3.8
-1,NC_072428.2,79367511,79367513,-,2,100.0,0.0,4.0
-2,NC_072428.2,79379777,79379810,-,33,75.758,24.242,3.72727272727273
2,NC_072428.2,79521843,79521844,+,1,100.0,0.0,4.0
2,NC_072428.2,79547227,79547233,+,6,33.333,66.667,3.75
2,NC_072428.2,79547227,79547233,+,6,33.333,66.667,3.0
2,NC_072428.2,79548730,79548751,+,21,14.286,85.714,3.33333333333333
2,NC_072428.2,79552996,79553128,+,132,33.333,66.667,3.5
2,NC_072428.2,79558564,79558669,+,105,28.571,71.429,4.0
2,NC_072428.2,79559665,79559692,+,27,22.222,77.778,3.0
1,NC_072428.2,79573514,79573530,+,16,12.5,87.5,3.33333333333333
1,NC_072428.2,79577106,79577109,+,3,33.333,66.667,3.83333333333333
3,NC_072428.2,79582580,79582589,+,9,44.444,55.556,3.53846153846154
1,NC_072428.2,79584252,79584261,+,9,33.333,66.667,4.04761904761905
2,NC_072428.2,79596567,79596586,+,19,42.105,57.895,4.35714285714286
2,NC_072428.2,79603246,79603357,+,111,34.234,65.766,3.92857142857143
3,NC_072428.2,79848069,79848074,+,5,60.0,40.0,3.5
2,NC_072428.2,79853122,79853125,+,3,33.333,66.667,4.0
3,NC_072428.2,79854104,79854164,+,60,33.333,66.667,3.25
1,NC_072428.2,79855340,79855341,+,1,100.0,0.0,3.0
1,NC_072428.2,79856178,79856202,+,24,37.5,62.5,3.0
2,NC_072428.2,79862365,79862422,+,57,36.842,63.158,3.66666666666667
2,NC_072428.2,79863956,79863964,+,8,25.0,75.0,5.6
1,NC_072428.2,79866558,79866579,+,21,38.095,61.905,3.0
1,NC_072428.2,79866558,79866579,+,21,38.095,61.905,4.3
2,NC_072428.2,79870571,79870663,+,92,28.261,71.739,5.0625
1,NC_072428.2,79870960,79871019,+,59,30.508,69.492,4.6
3,NC_072428.2,79874574,79874603,+,29,31.034,68.966,4.28571428571429
2,NC_072428.2,79878479,79878532,+,53,26.415,73.585,3.07692307692308
2,NC_072428.2,79878733,79878739,+,6,16.667,83.333,3.0
2,NC_072428.2,79882345,79882366,+,21,52.381,47.619,3.54545454545455
2,NC_072428.2,79882306,79882366,+,60,40.0,60.0,4.66666666666667
1,NC_072428.2,79883084,79883163,+,79,27.848,72.152,5.0
1,NC_072428.2,79886844,79886862,+,18,27.778,72.222,3.0
2,NC_072428.2,79889315,79889383,+,68,33.824,66.176,3.0
2,NC_072428.2,79889597,79889602,+,5,20.0,80.0,4.33333333333333
3,NC_072428.2,79893051,79893059,+,8,37.5,62.5,3.63636363636364
3,NC_072428.2,79908155,79908218,+,63,30.159,69.841,3.0
3,NC_072428.2,79908804,79908824,+,20,25.0,75.0,3.75
3,NC_072428.2,79910046,79910081,+,35,14.286,85.714,4.2
1,NC_072428.2,79911111,79911117,+,6,16.667,83.333,3.0
1,NC_072428.2,79911111,79911117,+,6,16.667,83.333,4.0
3,NC_072428.2,79912554,79912565,+,11,36.364,63.636,3.16666666666667
3,NC_072428.2,79914329,79914350,+,21,33.333,66.667,3.5
2,NC_072428.2,79915525,79915573,+,48,35.417,64.583,3.0
3,NC_072428.2,79916998,79916999,+,1,100.0,0.0,6.0
-2,NC_072428.2,79923164,79923318,-,154,32.468,67.532,4.58823529411765
-2,NC_072428.2,79923689,79923691,-,2,100.0,0.0,4.71428571428571
-2,NC_072428.2,79924688,79924725,-,37,40.541,59.459,3.0
-3,NC_072428.2,79925881,79925883,-,2,100.0,0.0,3.66666666666667
3,NC_072428.2,79934067,79934246,+,179,23.464,76.536,3.33333333333333
3,NC_072428.2,79937049,79937081,+,32,25.0,75.0,6.0
3,NC_072428.2,79937049,79937081,+,32,25.0,75.0,3.25
2,NC_072428.2,79940674,79940776,+,102,36.275,63.725,3.0
2,NC_072428.2,79940956,79940989,+,33,18.182,81.818,3.90909090909091
1,NC_072428.2,79942314,79942371,+,57,29.825,70.175,4.0
3,NC_072428.2,79944389,79944416,+,27,51.852,48.148,3.0
3,NC_072428.2,79946768,79946813,+,45,28.889,71.111,3.5
2,NC_072428.2,79956667,79956688,+,21,57.143,42.857,3.0
3,NC_072428.2,79974438,79974566,+,128,64.062,35.938,4.38636363636364
2,NC_072428.2,79977817,79977835,+,18,27.778,72.222,3.0
2,NC_072428.2,79980434,79980448,+,14,14.286,85.714,3.51851851851852
3,NC_072428.2,79983809,79983833,+,24,20.833,79.167,4.0
2,NC_072428.2,79983980,79984018,+,38,34.211,65.789,3.83333333333333
2,NC_072428.2,79985018,79985044,+,26,42.308,57.692,4.6
1,NC_072428.2,79986480,79986489,+,9,33.333,66.667,3.75
1,NC_072428.2,79987664,79987665,+,1,100.0,0.0,4.0
1,NC_072428.2,79989146,79989147,+,1,100.0,0.0,3.57142857142857
1,NC_072428.2,79994739,79994787,+,48,43.75,56.25,3.58333333333333
3,NC_072428.2,79996962,79996982,+,20,40.0,60.0,3.25
-2,NC_072428.2,80008130,80008169,-,39,51.282,48.718,4.25
-3,NC_072428.2,80008384,80008423,-,39,69.231,30.769,7.75
-3,NC_072428.2,80037565,80037691,-,126,76.984,23.016,3.33333333333333
2,NC_072428.2,80213538,80213539,+,1,100.0,0.0,3.0
1,NC_072428.2,80231287,80231334,+,47,29.787,70.213,4.12
2,NC_072428.2,80240978,80241022,+,44,40.909,59.091,3.91666666666667
1,NC_072428.2,80241766,80241813,+,47,42.553,57.447,3.0
3,NC_072428.2,80245008,80245031,+,23,34.783,65.217,5.0
1,NC_072428.2,80247797,80247798,+,1,100.0,0.0,4.19230769230769
3,NC_072428.2,80250420,80250446,+,26,46.154,53.846,4.0
3,NC_072428.2,80250699,80250821,+,122,48.361,51.639,3.72
3,NC_072428.2,80252630,80252639,+,9,55.556,44.444,3.66666666666667
3,NC_072428.2,80259816,80259845,+,29,41.379,58.621,4.97222222222222
2,NC_072428.2,80263532,80263615,+,83,46.988,53.012,4.0
1,NC_072428.2,80266310,80266605,+,295,62.373,37.627,4.47058823529412
3,NC_072428.2,80270976,80271047,+,71,49.296,50.704,3.0
1,NC_072428.2,80281954,80281983,+,29,48.276,51.724,3.5
3,NC_072428.2,80283626,80283659,+,33,36.364,63.636,3.25
1,NC_072428.2,80285341,80285355,+,14,28.571,71.429,3.0
2,NC_072428.2,80286718,80286754,+,36,33.333,66.667,3.0
1,NC_072428.2,80291659,80291676,+,17,47.059,52.941,3.33333333333333
1,NC_072428.2,80292199,80292225,+,26,42.308,57.692,3.56401766004415
2,NC_072428.2,80314913,80314990,+,77,70.13,29.87,3.75
1,NC_072428.2,80337849,80337888,+,39,38.462,61.538,3.6
3,NC_072428.2,80372719,80372720,+,1,100.0,0.0,3.0
3,NC_072428.2,80374377,80374472,+,95,53.684,46.316,7.83333333333333
1,NC_072428.2,80509272,80509389,+,117,53.846,46.154,3.0
3,NC_072428.2,80510219,80510537,+,318,48.742,51.258,5.75
2,NC_072428.2,80510798,80510809,+,11,63.636,36.364,3.0
-1,NC_072428.2,80589807,80589809,-,2,100.0,0.0,3.83333333333333
-3,NC_072428.2,80592712,80592785,-,73,54.795,45.205,3.33333333333333
-3,NC_072428.2,80597074,80597243,-,169,58.58,41.42,7.0
-3,NC_072428.2,80626516,80626526,-,10,30.0,70.0,4.0
-2,NC_072428.2,80632418,80632420,-,2,100.0,0.0,3.0
-2,NC_072428.2,80636465,80636484,-,19,21.053,78.947,3.72727272727273
-1,NC_072428.2,80647077,80647119,-,42,30.952,69.048,3.0
-1,NC_072428.2,80647077,80647119,-,42,30.952,69.048,6.8
-1,NC_072428.2,80648820,80648829,-,9,66.667,33.333,3.5
-2,NC_072428.2,80657975,80658030,-,55,27.273,72.727,4.05882352941176
-3,NC_072428.2,80661148,80661158,-,10,40.0,60.0,3.6
-1,NC_072428.2,80662650,80662678,-,28,28.571,71.429,4.2
-1,NC_072428.2,80670231,80670255,-,24,29.167,70.833,3.75
-1,NC_072428.2,80673945,80673967,-,22,27.273,72.727,3.93333333333333
-2,NC_072428.2,80676572,80676612,-,40,27.5,72.5,5.0
-3,NC_072428.2,80677717,80677719,-,2,50.0,50.0,3.0
-2,NC_072428.2,80686349,80686351,-,2,100.0,0.0,3.63636363636364
-2,NC_072428.2,80688767,80688812,-,45,28.889,71.111,3.63636363636364
-1,NC_072428.2,80689602,80689756,-,154,33.117,66.883,3.0
-2,NC_072428.2,80697287,80697289,-,2,50.0,50.0,6.82608695652174
-2,NC_072428.2,80702120,80702187,-,67,34.328,65.672,3.22222222222222
-1,NC_072428.2,80704149,80704151,-,2,50.0,50.0,4.0
2,NC_072428.2,80708320,80708440,+,120,41.667,58.333,3.66666666666667
2,NC_072428.2,80791237,80791288,+,51,45.098,54.902,4.41176470588235
3,NC_072428.2,80792439,80792474,+,35,42.857,57.143,3.57142857142857
1,NC_072428.2,80799322,80799387,+,65,27.692,72.308,3.0
2,NC_072428.2,80802328,80802331,+,3,33.333,66.667,3.88888888888889
1,NC_072428.2,80808455,80808456,+,1,100.0,0.0,3.33333333333333
3,NC_072428.2,80810428,80810429,+,1,100.0,0.0,3.66666666666667
3,NC_072428.2,80812147,80812166,+,19,47.368,52.632,4.825
2,NC_072428.2,80814109,80814172,+,63,36.508,63.492,3.75
1,NC_072428.2,80819146,80819193,+,47,48.936,51.064,5.0
3,NC_072428.2,80820949,80821115,+,166,42.771,57.229,3.33333333333333
1,NC_072428.2,80823402,80823489,+,87,33.333,66.667,4.16666666666667
1,NC_072428.2,80827748,80827749,+,1,100.0,0.0,3.25
2,NC_072428.2,80829838,80829874,+,36,27.778,72.222,3.0
1,NC_072428.2,80833410,80833437,+,27,37.037,62.963,4.0
2,NC_072428.2,80834754,80834761,+,7,57.143,42.857,5.6
1,NC_072428.2,80843269,80843409,+,140,42.143,57.857,3.0
1,NC_072428.2,80844797,80844900,+,103,31.068,68.932,3.33333333333333
3,NC_072428.2,80846611,80846669,+,58,34.483,65.517,5.33333333333333
3,NC_072428.2,80846870,80846921,+,51,37.255,62.745,3.0
3,NC_072428.2,80977473,80977559,+,86,46.512,53.488,3.75
2,NC_072428.2,81005024,81005251,+,227,70.044,29.956,4.2
1,NC_072428.2,81031603,81031815,+,212,32.547,67.453,6.2
3,NC_072428.2,81033438,81033473,+,35,31.429,68.571,4.4
3,NC_072428.2,81033543,81033554,+,11,45.455,54.545,4.0
3,NC_072428.2,81036721,81036722,+,1,100.0,0.0,5.0
3,NC_072428.2,81036721,81036722,+,1,100.0,0.0,3.0
2,NC_072428.2,81058165,81058225,+,60,53.333,46.667,3.8125
2,NC_072428.2,81066578,81066604,+,26,42.308,57.692,3.0
3,NC_072428.2,81067908,81067949,+,41,31.707,68.293,3.6
3,NC_072428.2,81082368,81082460,+,92,48.913,51.087,3.0
2,NC_072428.2,81087196,81087274,+,78,55.128,44.872,3.48
3,NC_072428.2,81091358,81091520,+,162,47.531,52.469,5.25
2,NC_072428.2,81097008,81097009,+,1,100.0,0.0,11.0
1,NC_072428.2,81102137,81102138,+,1,100.0,0.0,3.0
1,NC_072428.2,81103444,81103470,+,26,61.538,38.462,4.0
1,NC_072428.2,81106561,81106581,+,20,60.0,40.0,3.5
1,NC_072428.2,81106561,81106581,+,20,60.0,40.0,3.25
-2,NC_072428.2,81200030,81200050,-,20,45.0,55.0,3.55555555555556
-2,NC_072428.2,81203723,81203739,-,16,31.25,68.75,3.33333333333333
-3,NC_072428.2,81204694,81204722,-,28,32.143,67.857,4.16666666666667
-3,NC_072428.2,81205075,81205120,-,45,33.333,66.667,6.0
-1,NC_072428.2,81205794,81205796,-,2,100.0,0.0,5.0
3,NC_072428.2,81295336,81295781,+,445,56.404,43.596,4.3
1,NC_072428.2,81325355,81325731,+,376,57.713,42.287,4.57142857142857
1,NC_072428.2,81346338,81346509,+,171,67.836,32.164,3.96610169491525
-1,NC_072428.2,81392526,81392639,-,113,38.938,61.062,5.3
-1,NC_072428.2,81408924,81409087,-,163,61.35,38.65,4.28571428571429
-3,NC_072428.2,81413083,81413090,-,7,28.571,71.429,3.16666666666667
-2,NC_072428.2,81438629,81438660,-,31,35.484,64.516,3.375
-3,NC_072428.2,81440827,81440880,-,53,28.302,71.698,3.0
-1,NC_072428.2,81441870,81441874,-,4,50.0,50.0,3.66666666666667
-2,NC_072428.2,81447551,81447587,-,36,33.333,66.667,3.33333333333333
-2,NC_072428.2,81448367,81448407,-,40,27.5,72.5,3.8
-2,NC_072428.2,81452918,81452940,-,22,31.818,68.182,3.69230769230769
-2,NC_072428.2,81454535,81454563,-,28,39.286,60.714,4.0
-2,NC_072428.2,81454535,81454563,-,28,39.286,60.714,4.0
-1,NC_072428.2,81456570,81456601,-,31,19.355,80.645,5.0
-1,NC_072428.2,81494940,81495070,-,130,77.692,22.308,4.0
-1,NC_072428.2,82016472,82016500,-,28,32.143,67.857,3.0
-2,NC_072428.2,82019366,82019394,-,28,46.429,53.571,4.0
-2,NC_072428.2,82019366,82019394,-,28,46.429,53.571,3.0
-2,NC_072428.2,82019366,82019394,-,28,46.429,53.571,4.72727272727273
-1,NC_072428.2,82020177,82020179,-,2,100.0,0.0,3.28571428571429
-1,NC_072428.2,82020177,82020179,-,2,100.0,0.0,3.0
-1,NC_072428.2,82020450,82020452,-,2,100.0,0.0,4.25
-2,NC_072428.2,82021826,82021842,-,16,68.75,31.25,3.0
-3,NC_072428.2,82023640,82023642,-,2,50.0,50.0,4.8
-3,NC_072428.2,82023640,82023664,-,24,54.167,45.833,3.0
-3,NC_072428.2,82023640,82023655,-,15,46.667,53.333,4.70588235294118
-2,NC_072428.2,82026653,82026690,-,37,32.432,67.568,4.31818181818182
-1,NC_072428.2,82028073,82028206,-,133,42.105,57.895,4.0
-1,NC_072428.2,82029069,82029080,-,11,36.364,63.636,4.33333333333333
-1,NC_072428.2,82029432,82029451,-,19,47.368,52.632,4.0
-1,NC_072428.2,82029807,82029976,-,169,69.231,30.769,3.0
1,NC_072428.2,82030554,82030575,+,21,61.905,38.095,3.41666666666667
-1,NC_072428.2,82030710,82030771,-,61,54.098,45.902,4.33333333333333
1,NC_072428.2,82031334,82031373,+,39,64.103,35.897,4.0
1,NC_072428.2,82036380,82036437,+,57,28.07,71.93,3.0
2,NC_072428.2,82040225,82040230,+,5,20.0,80.0,3.53846153846154
2,NC_072428.2,82040225,82040230,+,5,20.0,80.0,4.11111111111111
1,NC_072428.2,82054192,82054227,+,35,17.143,82.857,3.0
2,NC_072428.2,82054672,82054711,+,39,38.462,61.538,3.5
2,NC_072428.2,82059052,82059157,+,105,26.667,73.333,6.5
3,NC_072428.2,82060055,82060061,+,6,33.333,66.667,3.0
3,NC_072428.2,82063121,82063124,+,3,66.667,33.333,3.5
1,NC_072428.2,82063719,82063764,+,45,42.222,57.778,3.5
2,NC_072428.2,82069146,82069147,+,1,100.0,0.0,3.0
3,NC_072428.2,82070468,82070489,+,21,38.095,61.905,4.0
-2,NC_072428.2,82077128,82077303,-,175,36.571,63.429,3.5
-3,NC_072428.2,82079239,82079255,-,16,31.25,68.75,4.0
-2,NC_072428.2,82082999,82083084,-,85,40.0,60.0,6.0
-3,NC_072428.2,82086412,82086428,-,16,37.5,62.5,4.125
-3,NC_072428.2,82089388,82089488,-,100,34.0,66.0,4.41666666666667
-3,NC_072428.2,82091335,82091441,-,106,41.509,58.491,3.33333333333333
-1,NC_072428.2,82092351,82092370,-,19,36.842,63.158,4.0
-1,NC_072428.2,82099632,82099684,-,52,23.077,76.923,3.5
-1,NC_072428.2,82100622,82100665,-,43,30.233,69.767,4.0
-3,NC_072428.2,82104088,82104110,-,22,22.727,77.273,3.5
-2,NC_072428.2,82104323,82104390,-,67,34.328,65.672,5.14285714285714
-3,NC_072428.2,82107733,82107739,-,6,83.333,16.667,4.33333333333333
-3,NC_072428.2,82107733,82107739,-,6,83.333,16.667,4.33333333333333
-2,NC_072428.2,82130849,82130865,-,16,25.0,75.0,4.2
-1,NC_072428.2,82170735,82170737,-,2,100.0,0.0,4.0
-2,NC_072428.2,82231358,82231370,-,12,41.667,58.333,4.88888888888889
