frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent
-2,NC_073224.2,228596646,228596998,-,352,51.42,48.58
-1,NC_073224.2,228597079,228597215,-,136,58.088,41.912
-3,NC_073224.2,228598670,228598672,-,2,100.0,0.0
-3,NC_073224.2,228599645,228599775,-,130,62.308,37.692
-1,NC_073224.2,228602434,228602436,-,2,100.0,0.0
-2,NC_073224.2,228605412,228605454,-,42,66.667,33.333
-2,NC_073224.2,228621741,228621784,-,43,74.419,25.581
-2,NC_073224.2,228623907,228623926,-,19,73.684,26.316
-2,NC_073224.2,228627672,228627682,-,10,80.0,20.0
-1,NC_073224.2,228628066,228628457,-,391,65.985,34.015
-3,NC_073224.2,228628919,228629181,-,262,60.305,39.695
-1,NC_073224.2,228629593,228629990,-,397,54.66,45.34
-2,NC_073224.2,228630477,228630479,-,2,50.0,50.0
-1,NC_073224.2,228631057,228631059,-,2,50.0,50.0
-2,NC_073224.2,228633915,228633917,-,2,100.0,0.0
-2,NC_073224.2,228636015,228636079,-,64,59.375,40.625
-1,NC_073224.2,228636730,228636782,-,52,75.0,25.0
-2,NC_073224.2,228637557,228637711,-,154,64.286,35.714
-1,NC_073224.2,228639517,228639844,-,327,63.914,36.086
-1,NC_073224.2,228641869,228641990,-,121,65.289,34.711
-2,NC_073224.2,228644061,228644187,-,126,59.524,40.476
-2,NC_073224.2,228644799,228644801,-,2,100.0,0.0
-1,NC_073224.2,228646585,228646637,-,52,61.538,38.462
-3,NC_073224.2,228659567,228659711,-,144,70.833,29.167
3,NC_073224.2,228669672,228669701,+,29,68.966,31.034
1,NC_073224.2,228672243,228672357,+,114,66.667,33.333
3,NC_073224.2,228738338,228738431,+,93,56.989,43.011
1,NC_073224.2,228738826,228738924,+,98,58.163,41.837
2,NC_073224.2,228750700,228750817,+,117,52.137,47.863
1,NC_073224.2,228751149,228751305,+,156,53.205,46.795
-3,NC_073224.2,228759260,228759591,-,331,60.725,39.275
-1,NC_073224.2,228759700,228759809,-,109,58.716,41.284
-1,NC_073224.2,228760645,228760745,-,100,65.0,35.0
-1,NC_073224.2,228761086,228761088,-,2,100.0,0.0
-2,NC_073224.2,228762075,228762091,-,16,43.75,56.25
-3,NC_073224.2,228763655,228763657,-,2,50.0,50.0
-2,NC_073224.2,228763734,228763852,-,118,55.085,44.915
-2,NC_073224.2,228764082,228764195,-,113,51.327,48.673
-1,NC_073224.2,228764410,228764587,-,177,54.802,45.198
-3,NC_073224.2,228768563,228768690,-,127,48.031,51.969
-1,NC_073224.2,228769207,228769386,-,179,58.659,41.341
-3,NC_073224.2,228769547,228769791,-,244,50.0,50.0
-3,NC_073224.2,228770684,228770823,-,139,53.237,46.763
-3,NC_073224.2,228771620,228771835,-,215,47.442,52.558
-3,NC_073224.2,228773462,228773502,-,40,65.0,35.0
-2,NC_073224.2,228774162,228774222,-,60,45.0,55.0
-3,NC_073224.2,228775193,228775233,-,40,52.5,47.5
-3,NC_073224.2,228778412,228778475,-,63,44.444,55.556
-2,NC_073224.2,228781263,228781336,-,73,67.123,32.877
-1,NC_073224.2,228782062,228782105,-,43,44.186,55.814
-2,NC_073224.2,228790740,228790834,-,94,50.0,50.0
-1,NC_073224.2,228791446,228791675,-,229,67.249,32.751
2,NC_073224.2,228794616,228794617,+,1,100.0,0.0
1,NC_073224.2,228795140,228795141,+,1,100.0,0.0
1,NC_073224.2,228795140,228795141,+,1,100.0,0.0
1,NC_073224.2,228795140,228795141,+,1,100.0,0.0
3,NC_073224.2,228796848,228796958,+,110,59.091,40.909
3,NC_073224.2,228796848,228796958,+,110,59.091,40.909
1,NC_073224.2,228797797,228797886,+,89,60.674,39.326
1,NC_073224.2,228801798,228801969,+,171,60.819,39.181
1,NC_073224.2,228802907,228802908,+,1,100.0,0.0
3,NC_073224.2,228803275,228803276,+,1,100.0,0.0
3,NC_073224.2,228803645,228803693,+,48,66.667,33.333
3,NC_073224.2,228804104,228804110,+,6,66.667,33.333
2,NC_073224.2,228805726,228805789,+,63,63.492,36.508
3,NC_073224.2,228806768,228807017,+,249,58.635,41.365
-2,NC_073224.2,228808944,228809240,-,296,61.824,38.176
-1,NC_073224.2,228809572,228809599,-,27,70.37,29.63
-2,NC_073224.2,228809928,228809930,-,2,100.0,0.0
-3,NC_073224.2,228810443,228810479,-,36,58.333,41.667
-2,NC_073224.2,228812586,228812692,-,106,70.755,29.245
-2,NC_073224.2,228815604,228815654,-,50,70.0,30.0
-2,NC_073224.2,228817941,228817974,-,33,69.697,30.303
-1,NC_073224.2,228818902,228818904,-,2,100.0,0.0
-3,NC_073224.2,228819131,228819168,-,37,72.973,27.027
-2,NC_073224.2,228821346,228821348,-,2,50.0,50.0
-3,NC_073224.2,228822335,228822377,-,42,57.143,42.857
-3,NC_073224.2,228825749,228825751,-,2,100.0,0.0
-2,NC_073224.2,228826158,228826374,-,216,58.796,41.204
-2,NC_073224.2,228828753,228828908,-,155,48.387,51.613
-1,NC_073224.2,228829720,228829760,-,40,67.5,32.5
-2,NC_073224.2,228830769,228830771,-,2,100.0,0.0
-2,NC_073224.2,228830847,228830950,-,103,71.845,28.155
-1,NC_073224.2,228833467,228833572,-,105,66.667,33.333
-2,NC_073224.2,228849435,228849510,-,75,69.333,30.667
-2,NC_073224.2,228849435,228849531,-,96,67.708,32.292
-3,NC_073224.2,228850517,228850575,-,58,72.414,27.586
-2,NC_073224.2,228852279,228852281,-,2,100.0,0.0
-3,NC_073224.2,228860660,228860742,-,82,43.902,56.098
-3,NC_073224.2,228861491,228861846,-,355,67.324,32.676
-3,NC_073224.2,228882845,228882884,-,39,69.231,30.769
-2,NC_073224.2,228885579,228885678,-,99,61.616,38.384
-2,NC_073224.2,228886107,228886197,-,90,66.667,33.333
-2,NC_073224.2,228888645,228888712,-,67,56.716,43.284
-1,NC_073224.2,228891031,228891466,-,435,59.54,40.46
1,NC_073224.2,228920673,228920757,+,84,64.286,35.714
1,NC_073224.2,228921368,228921498,+,130,60.769,39.231
3,NC_073224.2,228922170,228922343,+,173,54.335,45.665
2,NC_073224.2,228922558,228922564,+,6,50.0,50.0
2,NC_073224.2,228923134,228923179,+,45,55.556,44.444
-3,NC_073224.2,228924668,228924804,-,136,65.441,34.559
-2,NC_073224.2,228926193,228926195,-,2,100.0,0.0
-3,NC_073224.2,228926822,228926824,-,2,50.0,50.0
-1,NC_073224.2,228930913,228931093,-,180,55.556,44.444
-1,NC_073224.2,228941095,228941164,-,69,71.014,28.986
-2,NC_073224.2,228941118,228941164,-,46,71.739,28.261
-3,NC_073224.2,228941405,228941407,-,2,100.0,0.0
-2,NC_073224.2,228941643,228941671,-,28,32.143,67.857
-3,NC_073224.2,228943871,228943934,-,63,57.143,42.857
3,NC_073224.2,228945714,228945848,+,134,73.134,26.866
3,NC_073224.2,228949566,228949637,+,71,67.606,32.394
2,NC_073224.2,228950253,228950254,+,1,100.0,0.0
1,NC_073224.2,228950087,228950088,+,1,100.0,0.0
3,NC_073224.2,228950945,228950987,+,42,78.571,21.429
-3,NC_073224.2,229063505,229063587,-,82,70.732,29.268
-2,NC_073224.2,229064403,229064536,-,133,62.406,37.594
-3,NC_073224.2,229065020,229065056,-,36,80.556,19.444
-1,NC_073224.2,229065496,229065640,-,144,68.75,31.25
-2,NC_073224.2,229068414,229068475,-,61,67.213,32.787
-2,NC_073224.2,229069107,229069152,-,45,66.667,33.333
-3,NC_073224.2,229070057,229070226,-,169,61.538,38.462
-2,NC_073224.2,229070415,229070499,-,84,65.476,34.524
-3,NC_073224.2,229073285,229073287,-,2,100.0,0.0
-3,NC_073224.2,229074710,229074819,-,109,67.89,32.11
-3,NC_073224.2,229075907,229075967,-,60,66.667,33.333
-2,NC_073224.2,229080081,229080288,-,207,60.87,39.13
-3,NC_073224.2,229080992,229081256,-,264,64.394,35.606
-1,NC_073224.2,229081456,229081633,-,177,63.842,36.158
-2,NC_073224.2,229083534,229083536,-,2,100.0,0.0
-2,NC_073224.2,229084764,229084975,-,211,50.711,49.289
-3,NC_073224.2,229085519,229085633,-,114,62.281,37.719
-1,NC_073224.2,229086295,229086613,-,318,57.233,42.767
-3,NC_073224.2,229098266,229098268,-,2,100.0,0.0
-1,NC_073224.2,229099042,229099072,-,30,80.0,20.0
-1,NC_073224.2,229331200,229331299,-,99,50.505,49.495
1,NC_073224.2,229346313,229346400,+,87,45.977,54.023
3,NC_073224.2,229347072,229347179,+,107,42.991,57.009
1,NC_073224.2,229348614,229348695,+,81,58.025,41.975
1,NC_073224.2,229349562,229349589,+,27,59.259,40.741
3,NC_073224.2,229351703,229351811,+,108,57.407,42.593
3,NC_073224.2,229357235,229357349,+,114,52.632,47.368
1,NC_073224.2,229357429,229357515,+,86,43.023,56.977
1,NC_073224.2,229361936,229361937,+,1,100.0,0.0
3,NC_073224.2,229363492,229363508,+,16,56.25,43.75
2,NC_073224.2,229364744,229364773,+,29,41.379,58.621
3,NC_073224.2,229366644,229366670,+,26,50.0,50.0
3,NC_073224.2,229367204,229367267,+,63,57.143,42.857
2,NC_073224.2,229370905,229370995,+,90,48.889,51.111
3,NC_073224.2,229371650,229371674,+,24,45.833,54.167
3,NC_073224.2,229372610,229372628,+,18,44.444,55.556
2,NC_073224.2,229373746,229373818,+,72,50.0,50.0
1,NC_073224.2,229374121,229374210,+,89,48.315,51.685
2,NC_073224.2,229376377,229376515,+,138,48.551,51.449
3,NC_073224.2,229388873,229388885,+,12,41.667,58.333
3,NC_073224.2,229391642,229391687,+,45,48.889,51.111
1,NC_073224.2,229392245,229392246,+,1,100.0,0.0
1,NC_073224.2,229392729,229392792,+,63,46.032,53.968
3,NC_073224.2,229394225,229394249,+,24,33.333,66.667
2,NC_073224.2,229395724,229395886,+,162,41.975,58.025
2,NC_073224.2,229400484,229400521,+,37,54.054,45.946
2,NC_073224.2,229405516,229405666,+,150,56.0,44.0
1,NC_073224.2,229405799,229405800,+,1,100.0,0.0
-2,NC_073224.2,229410351,229410408,-,57,49.123,50.877
-1,NC_073224.2,229411267,229411292,-,25,68.0,32.0
-1,NC_073224.2,229412671,229412702,-,31,58.065,41.935
-3,NC_073224.2,229414964,229415117,-,153,50.327,49.673
2,NC_073224.2,229437925,229437988,+,63,49.206,50.794
1,NC_073224.2,229448213,229448214,+,1,100.0,0.0
3,NC_073224.2,229455201,229455227,+,26,57.692,42.308
3,NC_073224.2,229458692,229458737,+,45,42.222,57.778
2,NC_073224.2,229460290,229460323,+,33,33.333,66.667
1,NC_073224.2,229460610,229460790,+,180,55.0,45.0
3,NC_073224.2,229465745,229465817,+,72,61.111,38.889
1,NC_073224.2,229465974,229466025,+,51,52.941,47.059
3,NC_073224.2,229470946,229470947,+,1,100.0,0.0
1,NC_073224.2,229472223,229472328,+,105,60.952,39.048
3,NC_073224.2,229474790,229474859,+,69,46.377,53.623
2,NC_073224.2,229475583,229475602,+,19,52.632,47.368
1,NC_073224.2,229476465,229476486,+,21,52.381,47.619
3,NC_073224.2,229476866,229476896,+,30,50.0,50.0
1,NC_073224.2,229477320,229477347,+,27,66.667,33.333
3,NC_073224.2,229477700,229477727,+,27,40.741,59.259
3,NC_073224.2,229478315,229478342,+,27,59.259,40.741
3,NC_073224.2,229478703,229478753,+,50,58.0,42.0
2,NC_073224.2,229480833,229480990,+,157,36.943,63.057
1,NC_073224.2,22948282,22948464,+,182,76.923,23.077
2,NC_073224.2,229483354,229483459,+,105,51.429,48.571
2,NC_073224.2,229484086,229484266,+,180,52.222,47.778
3,NC_073224.2,229488337,229488338,+,1,100.0,0.0
1,NC_073224.2,229489950,229490019,+,69,53.623,46.377
1,NC_073224.2,229490532,229490592,+,60,51.667,48.333
2,NC_073224.2,229491029,229491055,+,26,53.846,46.154
1,NC_073224.2,229492495,229492554,+,59,55.932,44.068
3,NC_073224.2,229496025,229496039,+,14,50.0,50.0
2,NC_073224.2,229496384,229496476,+,92,46.739,53.261
2,NC_073224.2,229497510,229497511,+,1,100.0,0.0
3,NC_073224.2,229505945,229506035,+,90,77.778,22.222
3,NC_073224.2,229505945,229506035,+,90,77.778,22.222
2,NC_073224.2,229507641,229507642,+,1,100.0,0.0
3,NC_073224.2,229509908,229510115,+,207,51.208,48.792
3,NC_073224.2,229514186,229514207,+,21,42.857,57.143
1,NC_073224.2,229514665,229514670,+,5,20.0,80.0
1,NC_073224.2,229515110,229515111,+,1,100.0,0.0
3,NC_073224.2,229517531,229517546,+,15,53.333,46.667
2,NC_073224.2,229517854,229517866,+,12,16.667,83.333
2,NC_073224.2,229518202,229518250,+,48,41.667,58.333
1,NC_073224.2,229522958,229522971,+,13,46.154,53.846
1,NC_073224.2,229524588,229524648,+,60,63.333,36.667
2,NC_073224.2,229524906,229524907,+,1,100.0,0.0
3,NC_073224.2,229525159,229525160,+,1,100.0,0.0
2,NC_073224.2,229525948,229525990,+,42,54.762,45.238
2,NC_073224.2,229527760,229527997,+,237,54.008,45.992
3,NC_073224.2,229527996,229528136,+,140,54.286,45.714
3,NC_073224.2,229528520,229528547,+,27,48.148,51.852
3,NC_073224.2,229531133,229531307,+,174,56.897,43.103
3,NC_073224.2,229531430,229531664,+,234,46.581,53.419
2,NC_073224.2,229533281,229533400,+,119,53.782,46.218
3,NC_073224.2,229534472,229534574,+,102,46.078,53.922
3,NC_073224.2,229534472,229534574,+,102,46.078,53.922
3,NC_073224.2,229535811,229536443,+,632,53.639,46.361
1,NC_073224.2,229536726,229536750,+,24,45.833,54.167
1,NC_073224.2,229537358,229537395,+,37,67.568,32.432
3,NC_073224.2,229546274,229546436,+,162,68.519,31.481
1,NC_073224.2,229545722,229546230,+,508,71.26,28.74
2,NC_073224.2,229546699,229546873,+,174,62.069,37.931
3,NC_073224.2,229548897,229548971,+,74,64.865,35.135
1,NC_073224.2,229550553,229550637,+,84,71.429,28.571
1,NC_073224.2,229559180,229559181,+,1,100.0,0.0
3,NC_073224.2,229559492,229559828,+,336,66.369,33.631
1,NC_073224.2,229559827,229559880,+,53,66.038,33.962
2,NC_073224.2,229560974,229561171,+,197,68.528,31.472
1,NC_073224.2,229563051,229563156,+,105,67.619,32.381
3,NC_073224.2,229563516,229563587,+,71,57.746,42.254
3,NC_073224.2,229568840,229568846,+,6,50.0,50.0
1,NC_073224.2,229571356,229571370,+,14,64.286,35.714
3,NC_073224.2,229575423,229575467,+,44,43.182,56.818
2,NC_073224.2,229575995,229576024,+,29,34.483,65.517
-1,NC_073224.2,229585438,229585583,-,145,54.483,45.517
-1,NC_073224.2,229587265,229587320,-,55,41.818,58.182
-2,NC_073224.2,229589106,229589149,-,43,34.884,65.116
-1,NC_073224.2,229592098,229592167,-,69,40.58,59.42
2,NC_073224.2,229638053,229638211,+,158,61.392,38.608
1,NC_073224.2,229641654,229641687,+,33,24.242,75.758
3,NC_073224.2,229643885,229644038,+,153,63.399,36.601
3,NC_073224.2,229649276,229649291,+,15,53.333,46.667
3,NC_073224.2,22965427,22965428,+,1,100.0,0.0
3,NC_073224.2,229650374,229650431,+,57,70.175,29.825
1,NC_073224.2,229650967,229650987,+,20,65.0,35.0
3,NC_073224.2,229652999,229653161,+,162,57.407,42.593
2,NC_073224.2,229653956,229653961,+,5,60.0,40.0
3,NC_073224.2,229658405,229658513,+,108,50.0,50.0
1,NC_073224.2,229914301,229914513,+,212,83.019,16.981
1,NC_073224.2,229914724,229914804,+,80,50.0,50.0
1,NC_073224.2,229914724,229914804,+,80,50.0,50.0
3,NC_073224.2,229943565,229943639,+,74,66.216,33.784
3,NC_073224.2,229943565,229943639,+,74,66.216,33.784
3,NC_073224.2,229948579,229948580,+,1,100.0,0.0
3,NC_073224.2,229948252,229948580,+,328,65.854,34.146
2,NC_073224.2,229949775,229949776,+,1,100.0,0.0
2,NC_073224.2,229951612,229951696,+,84,70.238,29.762
1,NC_073224.2,229952610,229952670,+,60,76.667,23.333
2,NC_073224.2,229953840,229953841,+,1,100.0,0.0
2,NC_073224.2,229954883,229955269,+,386,64.508,35.492
1,NC_073224.2,229957304,229957305,+,1,100.0,0.0
3,NC_073224.2,229957559,229957667,+,108,49.074,50.926
2,NC_073224.2,229958967,229958968,+,1,100.0,0.0
2,NC_073224.2,229959180,229959181,+,1,100.0,0.0
2,NC_073224.2,229960449,229960450,+,1,100.0,0.0
1,NC_073224.2,229962126,229962180,+,54,72.222,27.778
2,NC_073224.2,229963331,229963447,+,116,68.966,31.034
2,NC_073224.2,229965085,229965103,+,18,77.778,22.222
2,NC_073224.2,229965386,229965487,+,101,73.267,26.733
3,NC_073224.2,229966221,229966364,+,143,65.734,34.266
-3,NC_073224.2,229980887,229980889,-,2,100.0,0.0
-3,NC_073224.2,229983470,229983816,-,346,58.092,41.908
-2,NC_073224.2,229985136,229985145,-,9,33.333,66.667
-3,NC_073224.2,229989737,229989858,-,121,63.636,36.364
-2,NC_073224.2,230008800,230008827,-,27,51.852,48.148
-2,NC_073224.2,230008800,230008827,-,27,51.852,48.148
-3,NC_073224.2,230075843,230075981,-,138,67.391,32.609
-3,NC_073224.2,230116988,230117043,-,55,40.0,60.0
-2,NC_073224.2,230137242,230137372,-,130,73.077,26.923
2,NC_073224.2,230140055,230140216,+,161,66.46,33.54
2,NC_073224.2,230143205,230143216,+,11,36.364,63.636
1,NC_073224.2,230145201,230145267,+,66,62.121,37.879
1,NC_073224.2,230148949,230149029,+,80,55.0,45.0
3,NC_073224.2,230149322,230149343,+,21,66.667,33.333
-1,NC_073224.2,230162017,230162087,-,70,58.571,41.429
-3,NC_073224.2,230171897,230171964,-,67,41.791,58.209
-2,NC_073224.2,230177601,230177687,-,86,50.0,50.0
-1,NC_073224.2,230178379,230178412,-,33,60.606,39.394
-1,NC_073224.2,230180695,230180980,-,285,50.877,49.123
-2,NC_073224.2,230180940,230180980,-,40,55.0,45.0
-3,NC_073224.2,230181494,230181819,-,325,70.769,29.231
-2,NC_073224.2,230181531,230181819,-,288,73.264,26.736
-2,NC_073224.2,230192985,230193007,-,22,59.091,40.909
-1,NC_073224.2,230193415,230193632,-,217,50.691,49.309
-2,NC_073224.2,230195046,230195048,-,2,100.0,0.0
-2,NC_073224.2,230195322,230195440,-,118,60.169,39.831
-3,NC_073224.2,230199230,230199311,-,81,44.444,55.556
-3,NC_073224.2,230200883,230201010,-,127,56.693,43.307
-2,NC_073224.2,230204364,230204413,-,49,51.02,48.98
-2,NC_073224.2,230208246,230208248,-,2,100.0,0.0
-2,NC_073224.2,230209326,230209372,-,46,43.478,56.522
-1,NC_073224.2,230211871,230211932,-,61,50.82,49.18
-2,NC_073224.2,230212659,230212816,-,157,58.599,41.401
-3,NC_073224.2,230213393,230213395,-,2,50.0,50.0
-2,NC_073224.2,230237112,230237114,-,2,100.0,0.0
-1,NC_073224.2,230237389,230237441,-,52,55.769,44.231
-3,NC_073224.2,230238020,230238022,-,2,100.0,0.0
-1,NC_073224.2,230241253,230241255,-,2,50.0,50.0
-1,NC_073224.2,230243611,230243654,-,43,39.535,60.465
-3,NC_073224.2,230246726,230246730,-,4,75.0,25.0
-2,NC_073224.2,230246937,230247133,-,196,47.449,52.551
-2,NC_073224.2,230249826,230249994,-,168,52.381,47.619
-2,NC_073224.2,230251509,230251511,-,2,100.0,0.0
-2,NC_073224.2,230252250,230252293,-,43,53.488,46.512
-3,NC_073224.2,230262212,230262289,-,77,50.649,49.351
-2,NC_073224.2,230265984,230266059,-,75,30.667,69.333
-1,NC_073224.2,230266930,230266970,-,40,52.5,47.5
-1,NC_073224.2,230268871,230268873,-,2,50.0,50.0
-3,NC_073224.2,230271449,230271536,-,87,37.931,62.069
-3,NC_073224.2,230272613,230272654,-,41,34.146,65.854
-1,NC_073224.2,230274847,230274980,-,133,49.624,50.376
-1,NC_073224.2,230277304,230277306,-,2,50.0,50.0
-2,NC_073224.2,230277630,230277636,-,6,50.0,50.0
-2,NC_073224.2,230277984,230278099,-,115,46.957,53.043
-3,NC_073224.2,230280194,230280200,-,6,66.667,33.333
-1,NC_073224.2,230288470,230288487,-,17,47.059,52.941
-1,NC_073224.2,230289868,230289945,-,77,25.974,74.026
-2,NC_073224.2,230290719,230290778,-,59,32.203,67.797
-3,NC_073224.2,230292944,230292984,-,40,60.0,40.0
-1,NC_073224.2,230294707,230294716,-,9,44.444,55.556
-3,NC_073224.2,230317772,230317875,-,103,49.515,50.485
-2,NC_073224.2,230318046,230318048,-,2,100.0,0.0
-2,NC_073224.2,230318409,230318460,-,51,52.941,47.059
-1,NC_073224.2,230319310,230319361,-,51,39.216,60.784
-2,NC_073224.2,230319915,230319962,-,47,40.426,59.574
-3,NC_073224.2,230322626,230323002,-,376,36.702,63.298
-2,NC_073224.2,230323938,230323949,-,11,63.636,36.364
-2,NC_073224.2,230332890,230332909,-,19,36.842,63.158
-2,NC_073224.2,230332890,230332909,-,19,36.842,63.158
-1,NC_073224.2,230336242,230336278,-,36,33.333,66.667
-2,NC_073224.2,230337294,230337300,-,6,33.333,66.667
-1,NC_073224.2,230338993,230339022,-,29,34.483,65.517
-3,NC_073224.2,230339894,230339918,-,24,41.667,58.333
-1,NC_073224.2,230342257,230342285,-,28,46.429,53.571
-2,NC_073224.2,230342877,230343004,-,127,33.071,66.929
-2,NC_073224.2,230343693,230343727,-,34,29.412,70.588
-1,NC_073224.2,230346991,230347040,-,49,46.939,53.061
-2,NC_073224.2,230347731,230347745,-,14,42.857,57.143
-1,NC_073224.2,230353324,230353343,-,19,63.158,36.842
-3,NC_073224.2,230356610,230356656,-,46,26.087,73.913
-1,NC_073224.2,230358931,230359010,-,79,53.165,46.835
-2,NC_073224.2,230382717,230382936,-,219,34.703,65.297
3,NC_073224.2,23041028,23041118,+,90,47.778,52.222
-1,NC_073224.2,230435191,230435242,-,51,58.824,41.176
-1,NC_073224.2,230435953,230435989,-,36,44.444,55.556
-3,NC_073224.2,230443421,230443506,-,85,47.059,52.941
-3,NC_073224.2,230446442,230446521,-,79,45.57,54.43
-3,NC_073224.2,230453429,230453520,-,91,61.538,38.462
-3,NC_073224.2,230456312,230456314,-,2,50.0,50.0
-3,NC_073224.2,230463185,230463227,-,42,54.762,45.238
-3,NC_073224.2,230465507,230465509,-,2,50.0,50.0
-1,NC_073224.2,230467714,230467716,-,2,50.0,50.0
-3,NC_073224.2,230469728,230469768,-,40,37.5,62.5
-1,NC_073224.2,230477602,230477613,-,11,54.545,45.455
-2,NC_073224.2,230479539,230479629,-,90,46.667,53.333
-2,NC_073224.2,230482251,230482300,-,49,38.776,61.224
1,NC_073224.2,23048445,23048679,+,234,54.274,45.726
-3,NC_073224.2,230483918,230483988,-,70,38.571,61.429
-1,NC_073224.2,230484001,230484185,-,184,39.674,60.326
-1,NC_073224.2,230485303,230485370,-,67,46.269,53.731
-3,NC_073224.2,230487758,230487939,-,181,33.702,66.298
-2,NC_073224.2,230492673,230492764,-,91,43.956,56.044
-3,NC_073224.2,230495222,230495236,-,14,57.143,42.857
-1,NC_073224.2,230497237,230497244,-,7,28.571,71.429
2,NC_073224.2,23050877,23050885,+,8,50.0,50.0
-2,NC_073224.2,230507385,230507453,-,68,44.118,55.882
-3,NC_073224.2,230508110,230508244,-,134,44.776,55.224
-1,NC_073224.2,230509042,230509083,-,41,41.463,58.537
-3,NC_073224.2,230511662,230511680,-,18,50.0,50.0
-1,NC_073224.2,230513545,230513558,-,13,53.846,46.154
-2,NC_073224.2,230519127,230519129,-,2,100.0,0.0
2,NC_073224.2,23052122,23052322,+,200,41.5,58.5
-1,NC_073224.2,230542465,230542525,-,60,38.333,61.667
-2,NC_073224.2,230582148,230582179,-,31,61.29,38.71
-3,NC_073224.2,230606474,230606496,-,22,40.909,59.091
-3,NC_073224.2,230606948,230607030,-,82,51.22,48.78
-1,NC_073224.2,230617333,230617414,-,81,80.247,19.753
-1,NC_073224.2,230633512,230633542,-,30,50.0,50.0
-1,NC_073224.2,230638906,230638950,-,44,36.364,63.636
-2,NC_073224.2,230642400,230642541,-,141,54.61,45.39
3,NC_073224.2,230678668,230678669,+,1,100.0,0.0
3,NC_073224.2,230679698,230679761,+,63,31.746,68.254
3,NC_073224.2,230680430,230680442,+,12,16.667,83.333
1,NC_073224.2,230682414,230682501,+,87,29.885,70.115
1,NC_073224.2,230683333,230683410,+,77,40.26,59.74
2,NC_073224.2,230745547,230745799,+,252,71.032,28.968
3,NC_073224.2,230746329,230746427,+,98,62.245,37.755
2,NC_073224.2,230794325,230794426,+,101,77.228,22.772
3,NC_073224.2,230794986,230795087,+,101,53.465,46.535
3,NC_073224.2,230845893,230845919,+,26,50.0,50.0
2,NC_073224.2,230862512,230862541,+,29,41.379,58.621
3,NC_073224.2,230863882,230863883,+,1,100.0,0.0
3,NC_073224.2,230867532,230867687,+,155,47.097,52.903
2,NC_073224.2,230869241,230869279,+,38,55.263,44.737
2,NC_073224.2,230869544,230869648,+,104,46.154,53.846
3,NC_073224.2,230874600,230874953,+,353,54.958,45.042
2,NC_073224.2,230875111,230875132,+,21,42.857,57.143
3,NC_073224.2,230877903,230878073,+,170,52.353,47.647
2,NC_073224.2,230881490,230881531,+,41,34.146,65.854
3,NC_073224.2,230883101,230883170,+,69,65.217,34.783
2,NC_073224.2,230883519,230883613,+,94,41.489,58.511
3,NC_073224.2,230884038,230884265,+,227,54.626,45.374
1,NC_073224.2,230885011,230885214,+,203,56.65,43.35
3,NC_073224.2,230885582,230885627,+,45,55.556,44.444
3,NC_073224.2,230887221,230887310,+,89,68.539,31.461
1,NC_073224.2,230887773,230887962,+,189,61.376,38.624
-3,NC_073224.2,230893973,230894052,-,79,67.089,32.911
-2,NC_073224.2,230894565,230894567,-,2,100.0,0.0
-2,NC_073224.2,230894754,230894896,-,142,67.606,32.394
-3,NC_073224.2,230895545,230895700,-,155,59.355,40.645
-2,NC_073224.2,230896383,230896385,-,2,100.0,0.0
-2,NC_073224.2,230896539,230896635,-,96,66.667,33.333
-3,NC_073224.2,230897402,230897404,-,2,100.0,0.0
-3,NC_073224.2,230897741,230897743,-,2,100.0,0.0
-2,NC_073224.2,230897970,230898082,-,112,73.214,26.786
-2,NC_073224.2,230897970,230898082,-,112,73.214,26.786
-3,NC_073224.2,230898134,230898330,-,196,68.367,31.633
-1,NC_073224.2,230898727,230898749,-,22,86.364,13.636
-3,NC_073224.2,230898878,230898974,-,96,61.458,38.542
-2,NC_073224.2,230899821,230900080,-,259,67.954,32.046
-2,NC_073224.2,230901351,230901367,-,16,75.0,25.0
-2,NC_073224.2,230902719,230902903,-,184,60.87,39.13
-1,NC_073224.2,230903119,230903212,-,93,75.269,24.731
-1,NC_073224.2,230908252,230908427,-,175,50.857,49.143
-1,NC_073224.2,231013015,231013183,-,168,64.286,35.714
-3,NC_073224.2,231013172,231013183,-,11,63.636,36.364
-2,NC_073224.2,231013656,231013733,-,77,46.753,53.247
-2,NC_073224.2,231013920,231014002,-,82,46.341,53.659
-3,NC_073224.2,231014258,231014270,-,12,66.667,33.333
-3,NC_073224.2,231015089,231015164,-,75,62.667,37.333
-3,NC_073224.2,231017438,231017510,-,72,62.5,37.5
-1,NC_073224.2,231022903,231022920,-,17,58.824,41.176
-1,NC_073224.2,231023578,231023739,-,161,63.975,36.025
-3,NC_073224.2,231026492,231026568,-,76,67.105,32.895
-2,NC_073224.2,231027768,231028240,-,472,61.017,38.983
-2,NC_073224.2,231029019,231029281,-,262,61.832,38.168
-1,NC_073224.2,231036280,231036282,-,2,100.0,0.0
-3,NC_073224.2,231045476,231045674,-,198,48.485,51.515
-3,NC_073224.2,231052175,231052177,-,2,50.0,50.0
-1,NC_073224.2,231055207,231055219,-,12,50.0,50.0
-2,NC_073224.2,231058203,231058205,-,2,100.0,0.0
-1,NC_073224.2,231071749,231071751,-,2,50.0,50.0
-1,NC_073224.2,231071749,231071751,-,2,50.0,50.0
