frame,chromosome,shadow_start,shadow_end,strand,sequence_length,GC_percent,AT_percent
-3,NC_060925.1,204364261,204364289,-,28,35.714,64.286
-3,NC_060925.1,204364492,204364530,-,38,34.211,65.789
-3,NC_060925.1,204364492,204364530,-,38,34.211,65.789
-1,NC_060925.1,204368160,204368233,-,73,36.986,63.014
-1,NC_060925.1,204368160,204368233,-,73,36.986,63.014
-1,NC_060925.1,204369396,204369404,-,8,25.0,75.0
-1,NC_060925.1,204379167,204379169,-,2,100.0,0.0
-2,NC_060925.1,204380228,204380238,-,10,40.0,60.0
-2,NC_060925.1,204380228,204380238,-,10,40.0,60.0
-1,NC_060925.1,204386064,204386235,-,171,60.234,39.766
3,NC_060925.1,20438918,20439149,+,231,51.515,48.485
-1,NC_060925.1,204412515,204412566,-,51,54.902,45.098
-1,NC_060925.1,204414900,204415041,-,141,57.447,42.553
-3,NC_060925.1,204421582,204421628,-,46,45.652,54.348
-2,NC_060925.1,204423827,204423903,-,76,52.632,47.368
-3,NC_060925.1,204424420,204424470,-,50,48.0,52.0
-3,NC_060925.1,204425527,204425614,-,87,44.828,55.172
-2,NC_060925.1,204427265,204427281,-,16,37.5,62.5
-2,NC_060925.1,204428069,204428082,-,13,38.462,61.538
-2,NC_060925.1,204433454,204433523,-,69,55.072,44.928
-2,NC_060925.1,204435866,204435876,-,10,40.0,60.0
-1,NC_060925.1,204451710,204451813,-,103,33.981,66.019
-1,NC_060925.1,204451710,204451786,-,76,28.947,71.053
-2,NC_060925.1,204451718,204451786,-,68,30.882,69.118
-3,NC_060925.1,204475264,204475544,-,280,71.429,28.571
-2,NC_060925.1,204475361,204475544,-,183,67.76,32.24
1,NC_060925.1,204493083,204493314,+,231,57.143,42.857
1,NC_060925.1,204506352,204506457,+,105,67.619,32.381
1,NC_060925.1,204506352,204506457,+,105,67.619,32.381
2,NC_060925.1,204511000,204511009,+,9,44.444,55.556
2,NC_060925.1,204520729,204520945,+,216,53.241,46.759
1,NC_060925.1,204521679,204521760,+,81,60.494,39.506
1,NC_060925.1,204534200,204534201,+,1,100.0,0.0
1,NC_060925.1,204535572,204535659,+,87,62.069,37.931
-1,NC_060925.1,2045379,2045521,-,142,64.085,35.915
-2,NC_060925.1,2045687,2045784,-,97,78.351,21.649
-2,NC_060925.1,204569501,204569507,-,6,66.667,33.333
-2,NC_060925.1,204569501,204569507,-,6,66.667,33.333
-1,NC_060925.1,204570450,204570496,-,46,58.696,41.304
-1,NC_060925.1,204572451,204572473,-,22,45.455,54.545
-1,NC_060925.1,204572451,204572473,-,22,45.455,54.545
-2,NC_060925.1,204572807,204572889,-,82,58.537,41.463
-3,NC_060925.1,204572887,204572889,-,2,100.0,0.0
-3,NC_060925.1,204575998,204576013,-,15,60.0,40.0
-1,NC_060925.1,204585459,204585706,-,247,68.421,31.579
1,NC_060925.1,20460126,20460144,+,18,83.333,16.667
-2,NC_060925.1,204602714,204602801,-,87,49.425,50.575
-2,NC_060925.1,204603317,204603500,-,183,57.377,42.623
-2,NC_060925.1,204603806,204603950,-,144,54.861,45.139
-1,NC_060925.1,204607515,204607533,-,18,77.778,22.222
1,NC_060925.1,20464317,20464401,+,84,45.238,54.762
-1,NC_060925.1,204648654,204648656,-,2,100.0,0.0
-2,NC_060925.1,204653870,204653946,-,76,47.368,52.632
1,NC_060925.1,20466182,20466183,+,1,100.0,0.0
-3,NC_060925.1,204680530,204680585,-,55,32.727,67.273
-2,NC_060925.1,204683537,204683582,-,45,46.667,53.333
-1,NC_060925.1,204684744,204684807,-,63,30.159,69.841
2,NC_060925.1,20470860,20470861,+,1,100.0,0.0
2,NC_060925.1,20471912,20472028,+,116,50.0,50.0
2,NC_060925.1,20474824,20474902,+,78,60.256,39.744
1,NC_060925.1,20475423,20475459,+,36,72.222,27.778
1,NC_060925.1,204776814,204776826,+,12,41.667,58.333
-1,NC_060925.1,20478636,20478811,-,175,61.714,38.286
2,NC_060925.1,204787694,204787786,+,92,70.652,29.348
2,NC_060925.1,204787694,204787786,+,92,70.652,29.348
1,NC_060925.1,204788022,204788142,+,120,59.167,40.833
1,NC_060925.1,204788112,204788142,+,30,43.333,56.667
1,NC_060925.1,204788754,204788790,+,36,61.111,38.889
-3,NC_060925.1,20478862,20479042,-,180,53.889,46.111
2,NC_060925.1,204789592,204789967,+,375,55.733,44.267
1,NC_060925.1,204790576,204790587,+,11,54.545,45.455
2,NC_060925.1,204790858,204790954,+,96,65.625,34.375
3,NC_060925.1,204791234,204791564,+,330,56.97,43.03
2,NC_060925.1,204792314,204792340,+,26,73.077,26.923
3,NC_060925.1,204792565,204792566,+,1,100.0,0.0
2,NC_060925.1,204793493,204793750,+,257,71.206,28.794
1,NC_060925.1,204793826,204793827,+,1,100.0,0.0
2,NC_060925.1,204793960,204794167,+,207,62.319,37.681
1,NC_060925.1,204794746,204795042,+,296,61.824,38.176
3,NC_060925.1,204795102,204795251,+,149,63.087,36.913
-2,NC_060925.1,20479769,20479818,-,49,57.143,42.857
-1,NC_060925.1,20480412,20480414,-,2,100.0,0.0
-2,NC_060925.1,20480786,20480805,-,19,52.632,47.368
-3,NC_060925.1,20482078,20482288,-,210,55.238,44.762
2,NC_060925.1,204833844,204833845,+,1,100.0,0.0
2,NC_060925.1,204844492,204844648,+,156,62.821,37.179
2,NC_060925.1,204845464,204845497,+,33,69.697,30.303
2,NC_060925.1,204848666,204848758,+,92,52.174,47.826
2,NC_060925.1,204849532,204849619,+,87,63.218,36.782
2,NC_060925.1,204850747,204850756,+,9,55.556,44.444
-3,NC_060925.1,2048542,2048611,-,69,65.217,34.783
3,NC_060925.1,204856830,204857105,+,275,49.455,50.545
3,NC_060925.1,204862409,204862424,+,15,60.0,40.0
2,NC_060925.1,204863810,204864013,+,203,46.305,53.695
-2,NC_060925.1,20486936,20487068,-,132,57.576,42.424
-1,NC_060925.1,20487168,20487384,-,216,64.815,35.185
-2,NC_060925.1,204883583,204883593,-,10,20.0,80.0
-1,NC_060925.1,204884466,204884602,-,136,37.5,62.5
-1,NC_060925.1,204888186,204888313,-,127,51.969,48.031
-3,NC_060925.1,20490742,20490812,-,70,50.0,50.0
-2,NC_060925.1,20490773,20490812,-,39,46.154,53.846
-2,NC_060925.1,20492276,20492400,-,124,54.839,45.161
-1,NC_060925.1,20492349,20492400,-,51,64.706,35.294
-2,NC_060925.1,204926384,204926496,-,112,55.357,44.643
-1,NC_060925.1,204927234,204927468,-,234,61.111,38.889
-2,NC_060925.1,204928841,204929120,-,279,56.631,43.369
-2,NC_060925.1,20496446,20496612,-,166,60.843,39.157
-2,NC_060925.1,20496446,20496612,-,166,60.843,39.157
-3,NC_060925.1,20496610,20496612,-,2,100.0,0.0
-2,NC_060925.1,20498027,20498133,-,106,64.151,35.849
-2,NC_060925.1,20498027,20498129,-,102,65.686,34.314
-1,NC_060925.1,204984111,204984192,-,81,24.691,75.309
-1,NC_060925.1,204984111,204984192,-,81,24.691,75.309
-2,NC_060925.1,204985160,204985166,-,6,33.333,66.667
-3,NC_060925.1,204988576,204988591,-,15,26.667,73.333
-2,NC_060925.1,204992363,204992365,-,2,100.0,0.0
-3,NC_060925.1,204994210,204994237,-,27,29.63,70.37
-3,NC_060925.1,205014373,205014636,-,263,76.046,23.954
-2,NC_060925.1,205036085,205036143,-,58,46.552,53.448
-2,NC_060925.1,205036085,205036143,-,58,46.552,53.448
-1,NC_060925.1,205037106,205037166,-,60,40.0,60.0
-2,NC_060925.1,205039361,205039502,-,141,66.667,33.333
-1,NC_060925.1,205059462,205059544,-,82,63.415,36.585
-3,NC_060925.1,205059964,205060018,-,54,66.667,33.333
-2,NC_060925.1,205061378,205061588,-,210,51.905,48.095
-3,NC_060925.1,205062565,205062567,-,2,100.0,0.0
-1,NC_060925.1,205063200,205063332,-,132,43.939,56.061
-1,NC_060925.1,205063602,205063620,-,18,55.556,44.444
-1,NC_060925.1,205064391,205064422,-,31,64.516,35.484
-3,NC_060925.1,205074712,205074725,-,13,61.538,38.462
-1,NC_060925.1,20508600,20508844,-,244,55.738,44.262
-1,NC_060925.1,2050920,2050986,-,66,80.303,19.697
-3,NC_060925.1,205094932,205094934,-,2,100.0,0.0
-2,NC_060925.1,205097168,205097252,-,84,57.143,42.857
-3,NC_060925.1,2050984,2051317,-,333,65.465,34.535
-1,NC_060925.1,205106334,205106467,-,133,52.632,47.368
-1,NC_060925.1,205106808,205106810,-,2,100.0,0.0
-3,NC_060925.1,205107265,205107332,-,67,40.299,59.701
-3,NC_060925.1,205108321,205108323,-,2,100.0,0.0
-3,NC_060925.1,205108741,205108743,-,2,50.0,50.0
-1,NC_060925.1,205109427,205109467,-,40,50.0,50.0
-3,NC_060925.1,205109977,205109981,-,4,75.0,25.0
-3,NC_060925.1,20510998,20511000,-,2,100.0,0.0
-3,NC_060925.1,205112452,205112542,-,90,42.222,57.778
-3,NC_060925.1,205114336,205114561,-,225,66.222,33.778
-1,NC_060925.1,20512038,20512237,-,199,57.286,42.714
-2,NC_060925.1,20513549,20513577,-,28,57.143,42.857
-2,NC_060925.1,20513549,20513577,-,28,57.143,42.857
-2,NC_060925.1,20516309,20516375,-,66,69.697,30.303
-3,NC_060925.1,205180039,205180041,-,2,50.0,50.0
-1,NC_060925.1,205181952,205181959,-,7,71.429,28.571
-1,NC_060925.1,205183389,205183516,-,127,44.094,55.906
-2,NC_060925.1,205186148,205186242,-,94,63.83,36.17
-1,NC_060925.1,205187709,205187758,-,49,63.265,36.735
-3,NC_060925.1,205187914,205188011,-,97,60.825,39.175
-1,NC_060925.1,205188201,205188220,-,19,36.842,63.158
-2,NC_060925.1,205188242,205189059,-,817,56.181,43.819
-3,NC_060925.1,205189057,205189059,-,2,50.0,50.0
-1,NC_060925.1,205192056,205192168,-,112,58.929,41.071
-2,NC_060925.1,205192490,205192578,-,88,63.636,36.364
-2,NC_060925.1,205193501,205193503,-,2,100.0,0.0
-2,NC_060925.1,205193651,205193880,-,229,56.332,43.668
-1,NC_060925.1,205194516,205194568,-,52,59.615,40.385
-1,NC_060925.1,205196361,205196545,-,184,57.609,42.391
-1,NC_060925.1,205196361,205196545,-,184,57.609,42.391
-1,NC_060925.1,205197267,205197387,-,120,59.167,40.833
-1,NC_060925.1,205197267,205197387,-,120,59.167,40.833
-1,NC_060925.1,205197537,205197630,-,93,60.215,39.785
-3,NC_060925.1,205200379,205200381,-,2,100.0,0.0
-2,NC_060925.1,20524445,20524566,-,121,66.116,33.884
-3,NC_060925.1,205249420,205249448,-,28,71.429,28.571
-1,NC_060925.1,205256313,205256470,-,157,40.127,59.873
-3,NC_060925.1,205257370,205257410,-,40,50.0,50.0
-1,NC_060925.1,205258071,205258073,-,2,100.0,0.0
-3,NC_060925.1,2052634,2052928,-,294,67.007,32.993
-1,NC_060925.1,205277769,205277771,-,2,50.0,50.0
-1,NC_060925.1,205279929,205279931,-,2,100.0,0.0
-1,NC_060925.1,205279929,205279931,-,2,100.0,0.0
-3,NC_060925.1,205284943,205285049,-,106,43.396,56.604
-2,NC_060925.1,205286108,205286150,-,42,61.905,38.095
-2,NC_060925.1,205286108,205286150,-,42,61.905,38.095
-2,NC_060925.1,205286606,205286901,-,295,57.966,42.034
-2,NC_060925.1,205287722,205287724,-,2,100.0,0.0
-2,NC_060925.1,20530619,20530637,-,18,72.222,27.778
-3,NC_060925.1,2053438,2053774,-,336,67.857,32.143
-1,NC_060925.1,20535786,20535822,-,36,63.889,36.111
3,NC_060925.1,205361881,205361882,+,1,100.0,0.0
1,NC_060925.1,205362223,205362381,+,158,56.962,43.038
1,NC_060925.1,205363840,205363845,+,5,60.0,40.0
3,NC_060925.1,205365239,205365296,+,57,50.877,49.123
-1,NC_060925.1,205379880,205379997,-,117,58.12,41.88
-1,NC_060925.1,20539911,20540023,-,112,63.393,36.607
-3,NC_060925.1,20542003,20542064,-,61,70.492,29.508
-3,NC_060925.1,20542003,20542064,-,61,70.492,29.508
-3,NC_060925.1,20543680,20544047,-,367,65.668,34.332
-1,NC_060925.1,205459905,205459935,-,30,40.0,60.0
-1,NC_060925.1,205463991,205463993,-,2,100.0,0.0
-1,NC_060925.1,205466058,205466060,-,2,50.0,50.0
-1,NC_060925.1,205466058,205466060,-,2,50.0,50.0
-1,NC_060925.1,205466058,205466180,-,122,46.721,53.279
-2,NC_060925.1,205467956,205468030,-,74,63.514,36.486
2,NC_060925.1,205470224,205470241,+,17,35.294,64.706
-2,NC_060925.1,20549240,20549328,-,88,64.773,35.227
-3,NC_060925.1,20550196,20550198,-,2,100.0,0.0
-3,NC_060925.1,20550535,20550655,-,120,65.0,35.0
-3,NC_060925.1,20550826,20550968,-,142,64.085,35.915
-3,NC_060925.1,20552479,20552492,-,13,61.538,38.462
-3,NC_060925.1,20552479,20552492,-,13,61.538,38.462
-2,NC_060925.1,20553482,20553573,-,91,63.736,36.264
-2,NC_060925.1,20554031,20554095,-,64,62.5,37.5
-2,NC_060925.1,20554445,20554530,-,85,69.412,30.588
1,NC_060925.1,205567679,205567680,+,1,100.0,0.0
1,NC_060925.1,205567679,205567680,+,1,100.0,0.0
3,NC_060925.1,205607219,205607234,+,15,33.333,66.667
3,NC_060925.1,205648262,205648289,+,27,44.444,55.556
3,NC_060925.1,205648262,205648289,+,27,44.444,55.556
2,NC_060925.1,205657090,205657111,+,21,57.143,42.857
3,NC_060925.1,205657859,205657868,+,9,44.444,55.556
1,NC_060925.1,205665831,205665888,+,57,56.14,43.86
1,NC_060925.1,205665831,205665888,+,57,56.14,43.86
1,NC_060925.1,205670760,205670781,+,21,47.619,52.381
3,NC_060925.1,205680159,205680188,+,29,58.621,41.379
2,NC_060925.1,205683588,205683589,+,1,100.0,0.0
3,NC_060925.1,205685462,205685504,+,42,61.905,38.095
3,NC_060925.1,205694406,205694477,+,71,42.254,57.746
1,NC_060925.1,205701226,205701300,+,74,45.946,54.054
1,NC_060925.1,205702282,205702329,+,47,53.191,46.809
3,NC_060925.1,205704265,205704266,+,1,100.0,0.0
2,NC_060925.1,205710483,205710484,+,1,100.0,0.0
2,NC_060925.1,205714649,205714753,+,104,58.654,41.346
3,NC_060925.1,205717564,205717703,+,139,58.993,41.007
3,NC_060925.1,205719208,205719209,+,1,100.0,0.0
-1,NC_060925.1,20572047,20572106,-,59,47.458,52.542
1,NC_060925.1,205722593,205722594,+,1,100.0,0.0
1,NC_060925.1,205723131,205723224,+,93,46.237,53.763
2,NC_060925.1,205737493,205737673,+,180,61.111,38.889
1,NC_060925.1,205738650,205738848,+,198,54.545,45.455
1,NC_060925.1,205739173,205739274,+,101,59.406,40.594
2,NC_060925.1,205740541,205740595,+,54,66.667,33.333
2,NC_060925.1,205741017,205741207,+,190,61.053,38.947
-3,NC_060925.1,20574103,20574105,-,2,100.0,0.0
1,NC_060925.1,205742039,205742040,+,1,100.0,0.0
1,NC_060925.1,205742519,205742520,+,1,100.0,0.0
1,NC_060925.1,205743313,205743318,+,5,60.0,40.0
2,NC_060925.1,205744114,205744159,+,45,71.111,28.889
2,NC_060925.1,205744293,205744294,+,1,100.0,0.0
2,NC_060925.1,205744713,205744840,+,127,59.843,40.157
3,NC_060925.1,205749236,205749320,+,84,67.857,32.143
1,NC_060925.1,205749470,205749540,+,70,55.714,44.286
1,NC_060925.1,205749453,205749540,+,87,54.023,45.977
1,NC_060925.1,205752154,205752255,+,101,58.416,41.584
1,NC_060925.1,205755020,205755021,+,1,100.0,0.0
1,NC_060925.1,205755911,205755912,+,1,100.0,0.0
2,NC_060925.1,205757281,205757302,+,21,57.143,42.857
1,NC_060925.1,205757540,205757541,+,1,100.0,0.0
2,NC_060925.1,205758153,205758154,+,1,100.0,0.0
-3,NC_060925.1,20576251,20576284,-,33,36.364,63.636
2,NC_060925.1,205772240,205772422,+,182,63.736,36.264
3,NC_060925.1,205802489,205802735,+,246,56.098,43.902
-3,NC_060925.1,20583463,20583713,-,250,44.8,55.2
2,NC_060925.1,205847554,205847746,+,192,64.062,35.938
1,NC_060925.1,205848859,205848921,+,62,56.452,43.548
1,NC_060925.1,205849470,205849503,+,33,57.576,42.424
-2,NC_060925.1,205857779,205857794,-,15,66.667,33.333
-1,NC_060925.1,205859862,205859893,-,31,32.258,67.742
-3,NC_060925.1,205861273,205861275,-,2,100.0,0.0
-2,NC_060925.1,205863176,205863178,-,2,50.0,50.0
-1,NC_060925.1,205863636,205863638,-,2,50.0,50.0
-1,NC_060925.1,205864395,205864438,-,43,48.837,51.163
-2,NC_060925.1,205866497,205866511,-,14,50.0,50.0
-3,NC_060925.1,205867072,205867126,-,54,51.852,48.148
-1,NC_060925.1,205869363,205869575,-,212,40.566,59.434
-1,NC_060925.1,205869363,205869575,-,212,40.566,59.434
-3,NC_060925.1,205872346,205872411,-,65,49.231,50.769
-1,NC_060925.1,205873506,205873551,-,45,42.222,57.778
-2,NC_060925.1,205875272,205875359,-,87,44.828,55.172
-2,NC_060925.1,205876460,205876462,-,2,100.0,0.0
2,NC_060925.1,205899951,205899952,+,1,100.0,0.0
2,NC_060925.1,205901139,205901140,+,1,100.0,0.0
2,NC_060925.1,205901932,205902019,+,87,34.483,65.517
2,NC_060925.1,205901932,205902019,+,87,34.483,65.517
-3,NC_060925.1,20591854,20591928,-,74,43.243,56.757
1,NC_060925.1,205949688,205949877,+,189,86.772,13.228
3,NC_060925.1,205993060,205993061,+,1,100.0,0.0
3,NC_060925.1,205993060,205993061,+,1,100.0,0.0
2,NC_060925.1,205993310,205993363,+,53,64.151,35.849
1,NC_060925.1,205993686,205993854,+,168,63.095,36.905
3,NC_060925.1,205994974,205994975,+,1,100.0,0.0
2,NC_060925.1,205995473,205995592,+,119,52.941,47.059
3,NC_060925.1,205996130,205996148,+,18,72.222,27.778
1,NC_060925.1,205995936,205995996,+,60,60.0,40.0
1,NC_060925.1,205996295,205996299,+,4,50.0,50.0
-1,NC_060925.1,20599863,20600002,-,139,28.058,71.942
-3,NC_060925.1,20603146,20603148,-,2,50.0,50.0
-2,NC_060925.1,206033876,206034030,-,154,57.143,42.857
-1,NC_060925.1,206034942,206035108,-,166,47.59,52.41
-2,NC_060925.1,206035514,206035557,-,43,67.442,32.558
-2,NC_060925.1,206036426,206036472,-,46,50.0,50.0
-2,NC_060925.1,20606354,20606369,-,15,33.333,66.667
-2,NC_060925.1,20606354,20606369,-,15,33.333,66.667
-1,NC_060925.1,20606790,20606902,-,112,51.786,48.214
1,NC_060925.1,206101095,206101251,+,156,44.231,55.769
2,NC_060925.1,206101312,206101357,+,45,37.778,62.222
1,NC_060925.1,206105358,206105400,+,42,50.0,50.0
2,NC_060925.1,206130319,206130403,+,84,50.0,50.0
3,NC_060925.1,206130944,206130962,+,18,61.111,38.889
2,NC_060925.1,206131765,206131804,+,39,43.59,56.41
2,NC_060925.1,206162181,206162200,+,19,68.421,31.579
2,NC_060925.1,206163820,206163949,+,129,53.488,46.512
2,NC_060925.1,206163820,206163949,+,129,53.488,46.512
2,NC_060925.1,206163820,206163949,+,129,53.488,46.512
1,NC_060925.1,206164662,206164731,+,69,59.42,40.58
2,NC_060925.1,206164662,206164663,+,1,100.0,0.0
3,NC_060925.1,206165957,206166002,+,45,55.556,44.444
1,NC_060925.1,206166377,206166378,+,1,100.0,0.0
-3,NC_060925.1,206173606,206173766,-,160,72.5,27.5
-2,NC_060925.1,206173628,206173766,-,138,76.812,23.188
-3,NC_060925.1,206173888,206174029,-,141,75.887,24.113
-3,NC_060925.1,206173888,206174029,-,141,75.887,24.113
-2,NC_060925.1,206174027,206174029,-,2,100.0,0.0
-1,NC_060925.1,206174484,206174514,-,30,70.0,30.0
-1,NC_060925.1,206176032,206176034,-,2,100.0,0.0
-3,NC_060925.1,206177020,206177233,-,213,53.991,46.009
-1,NC_060925.1,206178048,206178063,-,15,66.667,33.333
-3,NC_060925.1,206178145,206178166,-,21,47.619,52.381
-2,NC_060925.1,206185595,206185631,-,36,58.333,41.667
-2,NC_060925.1,206186072,206186108,-,36,50.0,50.0
-1,NC_060925.1,206196576,206196697,-,121,49.587,50.413
-3,NC_060925.1,206196790,206196871,-,81,54.321,45.679
-1,NC_060925.1,206197602,206197656,-,54,66.667,33.333
-1,NC_060925.1,206198184,206198186,-,2,100.0,0.0
-1,NC_060925.1,206199567,206199621,-,54,64.815,35.185
-3,NC_060925.1,206200678,206200687,-,9,55.556,44.444
-2,NC_060925.1,206202269,206202296,-,27,62.963,37.037
-3,NC_060925.1,206204134,206204320,-,186,54.301,45.699
-1,NC_060925.1,206205459,206205690,-,231,55.411,44.589
-2,NC_060925.1,206224853,206224880,-,27,51.852,48.148
-3,NC_060925.1,206224873,206224880,-,7,42.857,57.143
-2,NC_060925.1,206225621,206225623,-,2,100.0,0.0
-3,NC_060925.1,206227405,206227414,-,9,55.556,44.444
-2,NC_060925.1,206230811,206230916,-,105,57.143,42.857
-2,NC_060925.1,206230811,206230916,-,105,57.143,42.857
-3,NC_060925.1,206232187,206232253,-,66,59.091,40.909
-3,NC_060925.1,206232187,206232253,-,66,59.091,40.909
-1,NC_060925.1,206232720,206232784,-,64,43.75,56.25
-1,NC_060925.1,206234424,206234428,-,4,50.0,50.0
-2,NC_060925.1,206235281,206235288,-,7,42.857,57.143
-3,NC_060925.1,206289865,206290078,-,213,57.746,42.254
-1,NC_060925.1,206292510,206292685,-,175,57.143,42.857
-2,NC_060925.1,206315825,206315879,-,54,66.667,33.333
-2,NC_060925.1,206315825,206315879,-,54,66.667,33.333
-3,NC_060925.1,206317321,206317376,-,55,52.727,47.273
3,NC_060925.1,206319993,206320049,+,56,48.214,51.786
1,NC_060925.1,206327269,206327304,+,35,40.0,60.0
1,NC_060925.1,206327269,206327304,+,35,40.0,60.0
2,NC_060925.1,206327907,206327908,+,1,100.0,0.0
2,NC_060925.1,206328400,206328577,+,177,53.107,46.893
1,NC_060925.1,206328612,206328645,+,33,48.485,51.515
1,NC_060925.1,206329020,206329128,+,108,50.926,49.074
1,NC_060925.1,206330351,206330352,+,1,100.0,0.0
2,NC_060925.1,206332897,206332927,+,30,36.667,63.333
2,NC_060925.1,206332897,206332927,+,30,36.667,63.333
2,NC_060925.1,206333500,206333515,+,15,53.333,46.667
3,NC_060925.1,206334719,206334743,+,24,50.0,50.0
2,NC_060925.1,206335601,206335705,+,104,59.615,40.385
3,NC_060925.1,206336442,206336501,+,59,49.153,50.847
3,NC_060925.1,206336765,206336783,+,18,38.889,61.111
3,NC_060925.1,206354829,206354909,+,80,47.5,52.5
1,NC_060925.1,206355721,206355801,+,80,40.0,60.0
1,NC_060925.1,206355721,206355801,+,80,40.0,60.0
2,NC_060925.1,206357060,206357098,+,38,39.474,60.526
2,NC_060925.1,206361855,206361856,+,1,100.0,0.0
3,NC_060925.1,206363507,206363642,+,135,48.148,51.852
-2,NC_060925.1,20637401,20637425,-,24,29.167,70.833
3,NC_060925.1,206378406,206378411,+,5,60.0,40.0
2,NC_060925.1,206379524,206379604,+,80,27.5,72.5
1,NC_060925.1,206380754,206380755,+,1,100.0,0.0
1,NC_060925.1,206389258,206389263,+,5,40.0,60.0
3,NC_060925.1,206389617,206389625,+,8,37.5,62.5
1,NC_060925.1,206392144,206392158,+,14,42.857,57.143
2,NC_060925.1,206396990,206397022,+,32,15.625,84.375
-1,NC_060925.1,20639826,20639832,-,6,50.0,50.0
1,NC_060925.1,206399842,206399853,+,11,36.364,63.636
1,NC_060925.1,206406526,206406591,+,65,50.769,49.231
3,NC_060925.1,206409242,206409335,+,93,48.387,51.613
-3,NC_060925.1,20644027,20644031,-,4,50.0,50.0
-2,NC_060925.1,20654042,20654253,-,211,41.232,58.768
-3,NC_060925.1,20655781,20655783,-,2,50.0,50.0
3,NC_060925.1,206587161,206587166,+,5,60.0,40.0
3,NC_060925.1,206587863,206587910,+,47,31.915,68.085
2,NC_060925.1,206590046,206590051,+,5,60.0,40.0
3,NC_060925.1,206591017,206591018,+,1,100.0,0.0
1,NC_060925.1,206592133,206592141,+,8,37.5,62.5
2,NC_060925.1,206596592,206596606,+,14,35.714,64.286
1,NC_060925.1,206602114,206602827,+,713,43.478,56.522
1,NC_060925.1,206602705,206602827,+,122,37.705,62.295
1,NC_060925.1,206602705,206602827,+,122,37.705,62.295
2,NC_060925.1,206604716,206604808,+,92,34.783,65.217
3,NC_060925.1,206605807,206605940,+,133,45.865,54.135
3,NC_060925.1,206612860,206612861,+,1,100.0,0.0
-1,NC_060925.1,20667459,20667494,-,35,42.857,57.143
1,NC_060925.1,206719777,206720157,+,380,68.684,31.316
3,NC_060925.1,206732226,206732300,+,74,51.351,48.649
1,NC_060925.1,206734546,206734593,+,47,48.936,51.064
1,NC_060925.1,206735416,206735448,+,32,50.0,50.0
2,NC_060925.1,206736230,206736247,+,17,58.824,41.176
1,NC_060925.1,206736401,206736402,+,1,100.0,0.0
3,NC_060925.1,206736813,206736818,+,5,60.0,40.0
3,NC_060925.1,206738493,206738693,+,200,40.5,59.5
2,NC_060925.1,206739035,206739082,+,47,36.17,63.83
3,NC_060925.1,206739199,206739200,+,1,100.0,0.0
1,NC_060925.1,206739637,206739660,+,23,26.087,73.913
3,NC_060925.1,206740530,206740589,+,59,33.898,66.102
3,NC_060925.1,206741733,206741816,+,83,24.096,75.904
1,NC_060925.1,206743384,206743413,+,29,58.621,41.379
1,NC_060925.1,206744593,206744604,+,11,36.364,63.636
2,NC_060925.1,206745366,206745367,+,1,100.0,0.0
-2,NC_060925.1,20676020,20676054,-,34,29.412,70.588
-3,NC_060925.1,20677858,20677897,-,39,43.59,56.41
-1,NC_060925.1,20680197,20680199,-,2,100.0,0.0
-2,NC_060925.1,20681579,20681621,-,42,52.381,47.619
-2,NC_060925.1,20683967,20684052,-,85,35.294,64.706
-1,NC_060925.1,20688786,20688877,-,91,41.758,58.242
3,NC_060925.1,206892084,206892365,+,281,63.701,36.299
-2,NC_060925.1,20691035,20691111,-,76,40.789,59.211
2,NC_060925.1,206924294,206924299,+,5,40.0,60.0
1,NC_060925.1,206925023,206925024,+,1,100.0,0.0
1,NC_060925.1,206930689,206930748,+,59,30.508,69.492
3,NC_060925.1,206941491,206941502,+,11,54.545,45.455
1,NC_060925.1,206944613,206944614,+,1,100.0,0.0
3,NC_060925.1,206944419,206944424,+,5,60.0,40.0
2,NC_060925.1,206946014,206946019,+,5,40.0,60.0
2,NC_060925.1,206948358,206948359,+,1,100.0,0.0
2,NC_060925.1,206955020,206955214,+,194,38.66,61.34
1,NC_060925.1,206964442,206964489,+,47,42.553,57.447
3,NC_060925.1,206999055,206999171,+,116,70.69,29.31
1,NC_060925.1,207003949,207003954,+,5,40.0,60.0
2,NC_060925.1,207004389,207004390,+,1,100.0,0.0
3,NC_060925.1,207006471,207006476,+,5,40.0,60.0
1,NC_060925.1,207008194,207008226,+,32,28.125,71.875
2,NC_060925.1,207013946,207014062,+,116,25.862,74.138
2,NC_060925.1,207014402,207014452,+,50,30.0,70.0
3,NC_060925.1,207014574,207014624,+,50,26.0,74.0
1,NC_060925.1,207017113,207017316,+,203,38.424,61.576
-3,NC_060925.1,2070214,2070982,-,768,76.693,23.307
1,NC_060925.1,207030094,207030126,+,32,34.375,65.625
1,NC_060925.1,207031870,207031887,+,17,23.529,76.471
3,NC_060925.1,207032446,207032447,+,1,100.0,0.0
1,NC_060925.1,207032446,207032520,+,74,32.432,67.568
-3,NC_060925.1,207135337,207135428,-,91,51.648,48.352
-1,NC_060925.1,207135891,207135907,-,16,50.0,50.0
-2,NC_060925.1,207136034,207136211,-,177,59.887,40.113
-1,NC_060925.1,207144177,207144238,-,61,60.656,39.344
-2,NC_060925.1,207145580,207145722,-,142,51.408,48.592
-2,NC_060925.1,207146420,207146570,-,150,45.333,54.667
-3,NC_060925.1,207157684,207157753,-,69,76.812,23.188
